+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               406 |  8 |   RUNNING |   WAITING |
|               409 |  8 |   WAITING |     READY |
|               409 |  8 |     READY |   RUNNING |
|               414 |  8 |   RUNNING |   WAITING |
|               417 |  8 |   WAITING |     READY |
|               417 |  8 |     READY |   RUNNING |
|               421 |  1 |   WAITING |     READY |
|               422 |  8 |   RUNNING |   WAITING |
|               422 |  1 |     READY |   RUNNING |
|               425 |  8 |   WAITING |     READY |
|               462 |  1 |   RUNNING |   WAITING |
|               462 |  8 |     READY |   RUNNING |
|               467 |  8 |   RUNNING |   WAITING |
|               470 |  8 |   WAITING |     READY |
|               470 |  8 |     READY |   RUNNING |
|               475 |  8 |   RUNNING |   WAITING |
|               478 |  8 |   WAITING |     READY |
|               478 |  8 |     READY |   RUNNING |
|               482 |  1 |   WAITING |     READY |
|               483 |  8 |   RUNNING |   WAITING |
|               483 |  1 |     READY |   RUNNING |
|               486 |  8 |   WAITING |     READY |
|               503 |  1 |   RUNNING |TERMINATED |
|               503 |  8 |     READY |   RUNNING |
|               508 |  8 |   RUNNING |   WAITING |
|               511 |  8 |   WAITING |     READY |
|               511 |  8 |     READY |   RUNNING |
|               516 |  8 |   RUNNING |   WAITING |
|               519 |  8 |   WAITING |     READY |
|               519 |  8 |     READY |   RUNNING |
|               524 |  8 |   RUNNING |   WAITING |
|               527 |  8 |   WAITING |     READY |
|               527 |  8 |     READY |   RUNNING |
|               532 |  8 |   RUNNING |   WAITING |
|               535 |  8 |   WAITING |     READY |
|               535 |  8 |     READY |   RUNNING |
|               540 |  8 |   RUNNING |   WAITING |
|               543 |  8 |   WAITING |     READY |
|               543 |  8 |     READY |   RUNNING |
|               548 |  8 |   RUNNING |   WAITING |
|               551 |  8 |   WAITING |     READY |
|               551 |  8 |     READY |   RUNNING |
|               556 |  8 |   RUNNING |   WAITING |
|               559 |  8 |   WAITING |     READY |
|               559 |  8 |     READY |   RUNNING |
|               564 |  8 |   RUNNING |   WAITING |
|               567 |  8 |   WAITING |     READY |
|               567 |  8 |     READY |   RUNNING |
|               572 |  8 |   RUNNING |   WAITING |
|               575 |  8 |   WAITING |     READY |
|               575 |  8 |     READY |   RUNNING |
|               580 |  8 |   RUNNING |   WAITING |
|               583 |  8 |   WAITING |     READY |
|               583 |  8 |     READY |   RUNNING |
|               588 |  8 |   RUNNING |   WAITING |
|               591 |  8 |   WAITING |     READY |
|               591 |  8 |     READY |   RUNNING |
|               596 |  8 |   RUNNING |   WAITING |
|               599 |  8 |   WAITING |     READY |
|               599 |  8 |     READY |   RUNNING |
|               604 |  8 |   RUNNING |TERMINATED |
+------------------------------------------------+
