+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               516 |  1 |   RUNNING |   WAITING |
|               516 |  8 |     READY |   RUNNING |
|               520 |  1 |   WAITING |     READY |
|               520 |  8 |   RUNNING |     READY |
|               520 |  1 |     READY |   RUNNING |
|               520 |  1 |   RUNNING |   WAITING |
|               520 |  8 |     READY |   RUNNING |
|               524 |  1 |   WAITING |     READY |
|               524 |  8 |   RUNNING |     READY |
|               524 |  1 |     READY |   RUNNING |
|               524 |  1 |   RUNNING |   WAITING |
|               524 |  8 |     READY |   RUNNING |
|               528 |  1 |   WAITING |     READY |
|               528 |  8 |   RUNNING |     READY |
|               528 |  1 |     READY |   RUNNING |
|               528 |  1 |   RUNNING |   WAITING |
|               528 |  8 |     READY |   RUNNING |
|               532 |  1 |   WAITING |     READY |
|               532 |  8 |   RUNNING |     READY |
|               532 |  1 |     READY |   RUNNING |
|               532 |  1 |   RUNNING |   WAITING |
|               532 |  8 |     READY |   RUNNING |
|               536 |  1 |   WAITING |     READY |
|               536 |  8 |   RUNNING |     READY |
|               536 |  1 |     READY |   RUNNING |
|               536 |  1 |   RUNNING |   WAITING |
|               536 |  8 |     READY |   RUNNING |
|               540 |  1 |   WAITING |     READY |
|               540 |  8 |   RUNNING |     READY |
|               540 |  1 |     READY |   RUNNING |
|               540 |  1 |   RUNNING |   WAITING |
|               540 |  8 |     READY |   RUNNING |
|               544 |  1 |   WAITING |     READY |
|               544 |  8 |   RUNNING |     READY |
|               544 |  1 |     READY |   RUNNING |
|               544 |  1 |   RUNNING |   WAITING |
|               544 |  8 |     READY |   RUNNING |
|               548 |  1 |   WAITING |     READY |
|               548 |  8 |   RUNNING |     READY |
|               548 |  1 |     READY |   RUNNING |
|               548 |  1 |   RUNNING |   WAITING |
|               548 |  8 |     READY |   RUNNING |
|               552 |  1 |   WAITING |     READY |
|               552 |  8 |   RUNNING |     READY |
|               552 |  1 |     READY |   RUNNING |
|               552 |  1 |   RUNNING |   WAITING |
|               552 |  8 |     READY |   RUNNING |
|               556 |  1 |   WAITING |     READY |
|               556 |  8 |   RUNNING |     READY |
|               556 |  1 |     READY |   RUNNING |
|               556 |  1 |   RUNNING |   WAITING |
|               556 |  8 |     READY |   RUNNING |
|               560 |  1 |   WAITING |     READY |
|               560 |  8 |   RUNNING |     READY |
|               560 |  1 |     READY |   RUNNING |
|               560 |  1 |   RUNNING |   WAITING |
|               560 |  8 |     READY |   RUNNING |
|               564 |  1 |   WAITING |     READY |
|               564 |  8 |   RUNNING |     READY |
|               564 |  1 |     READY |   RUNNING |
|               564 |  1 |   RUNNING |   WAITING |
|               564 |  8 |     READY |   RUNNING |
|               568 |  1 |   WAITING |     READY |
|               568 |  8 |   RUNNING |     READY |
|               568 |  1 |     READY |   RUNNING |
|               568 |  1 |   RUNNING |   WAITING |
|               568 |  8 |     READY |   RUNNING |
|               572 |  1 |   WAITING |     READY |
|               572 |  8 |   RUNNING |     READY |
|               572 |  1 |     READY |   RUNNING |
|               572 |  1 |   RUNNING |   WAITING |
|               572 |  8 |     READY |   RUNNING |
|               576 |  1 |   WAITING |     READY |
|               576 |  8 |   RUNNING |     READY |
|               576 |  1 |     READY |   RUNNING |
|               576 |  1 |   RUNNING |   WAITING |
|               576 |  8 |     READY |   RUNNING |
|               580 |  1 |   WAITING |     READY |
|               580 |  8 |   RUNNING |     READY |
|               580 |  1 |     READY |   RUNNING |
|               580 |  1 |   RUNNING |   WAITING |
|               580 |  8 |     READY |   RUNNING |
|               584 |  1 |   WAITING |     READY |
|               584 |  8 |   RUNNING |     READY |
|               584 |  1 |     READY |   RUNNING |
|               584 |  1 |   RUNNING |   WAITING |
|               584 |  8 |     READY |   RUNNING |
|               588 |  1 |   WAITING |     READY |
|               588 |  8 |   RUNNING |     READY |
|               588 |  1 |     READY |   RUNNING |
|               588 |  1 |   RUNNING |   WAITING |
|               588 |  8 |     READY |   RUNNING |
|               592 |  1 |   WAITING |     READY |
|               592 |  8 |   RUNNING |     READY |
|               592 |  1 |     READY |   RUNNING |
|               592 |  1 |   RUNNING |   WAITING |
|               592 |  8 |     READY |   RUNNING |
|               596 |  1 |   WAITING |     READY |
|               596 |  8 |   RUNNING |     READY |
|               596 |  1 |     READY |   RUNNING |
|               596 |  1 |   RUNNING |   WAITING |
|               596 |  8 |     READY |   RUNNING |
|               600 |  1 |   WAITING |     READY |
|               600 |  8 |   RUNNING |     READY |
|               600 |  1 |     READY |   RUNNING |
|               600 |  1 |   RUNNING |   WAITING |
|               600 |  8 |     READY |   RUNNING |
|               604 |  1 |   WAITING |     READY |
|               604 |  8 |   RUNNING |     READY |
|               604 |  1 |     READY |   RUNNING |
|               604 |  1 |   RUNNING |   WAITING |
|               604 |  8 |     READY |   RUNNING |
|               608 |  1 |   WAITING |     READY |
|               608 |  8 |   RUNNING |     READY |
|               608 |  1 |     READY |   RUNNING |
|               608 |  1 |   RUNNING |   WAITING |
|               608 |  8 |     READY |   RUNNING |
|               612 |  1 |   WAITING |     READY |
|               612 |  8 |   RUNNING |     READY |
|               612 |  1 |     READY |   RUNNING |
|               612 |  1 |   RUNNING |   WAITING |
|               612 |  8 |     READY |   RUNNING |
|               616 |  1 |   WAITING |     READY |
|               616 |  8 |   RUNNING |     READY |
|               616 |  1 |     READY |   RUNNING |
|               616 |  1 |   RUNNING |   WAITING |
|               616 |  8 |     READY |   RUNNING |
|               620 |  1 |   WAITING |     READY |
|               620 |  8 |   RUNNING |     READY |
|               620 |  1 |     READY |   RUNNING |
|               620 |  1 |   RUNNING |   WAITING |
|               620 |  8 |     READY |   RUNNING |
|               624 |  1 |   WAITING |     READY |
|               624 |  8 |   RUNNING |     READY |
|               624 |  1 |     READY |   RUNNING |
|               624 |  1 |   RUNNING |   WAITING |
|               624 |  8 |     READY |   RUNNING |
|               628 |  1 |   WAITING |     READY |
|               628 |  8 |   RUNNING |     READY |
|               628 |  1 |     READY |   RUNNING |
|               628 |  1 |   RUNNING |   WAITING |
|               628 |  8 |     READY |   RUNNING |
|               632 |  1 |   WAITING |     READY |
|               632 |  8 |   RUNNING |     READY |
|               632 |  1 |     READY |   RUNNING |
|               632 |  1 |   RUNNING |   WAITING |
|               632 |  8 |     READY |   RUNNING |
|               636 |  1 |   WAITING |     READY |
|               636 |  8 |   RUNNING |     READY |
|               636 |  1 |     READY |   RUNNING |
|               636 |  1 |   RUNNING |   WAITING |
|               636 |  8 |     READY |   RUNNING |
|               640 |  1 |   WAITING |     READY |
|               640 |  8 |   RUNNING |     READY |
|               640 |  1 |     READY |   RUNNING |
|               640 |  1 |   RUNNING |   WAITING |
|               640 |  8 |     READY |   RUNNING |
|               644 |  1 |   WAITING |     READY |
|               644 |  8 |   RUNNING |     READY |
|               644 |  1 |     READY |   RUNNING |
|               644 |  1 |   RUNNING |   WAITING |
|               644 |  8 |     READY |   RUNNING |
|               648 |  1 |   WAITING |     READY |
|               648 |  8 |   RUNNING |     READY |
|               648 |  1 |     READY |   RUNNING |
|               648 |  1 |   RUNNING |   WAITING |
|               648 |  8 |     READY |   RUNNING |
|               652 |  1 |   WAITING |     READY |
|               652 |  8 |   RUNNING |     READY |
|               652 |  1 |     READY |   RUNNING |
|               652 |  1 |   RUNNING |   WAITING |
|               652 |  8 |     READY |   RUNNING |
|               656 |  1 |   WAITING |     READY |
|               656 |  8 |   RUNNING |     READY |
|               656 |  1 |     READY |   RUNNING |
|               656 |  1 |   RUNNING |   WAITING |
|               656 |  8 |     READY |   RUNNING |
|               660 |  1 |   WAITING |     READY |
|               660 |  8 |   RUNNING |     READY |
|               660 |  1 |     READY |   RUNNING |
|               660 |  1 |   RUNNING |   WAITING |
|               660 |  8 |     READY |   RUNNING |
|               664 |  1 |   WAITING |     READY |
|               664 |  8 |   RUNNING |     READY |
|               664 |  1 |     READY |   RUNNING |
|               664 |  1 |   RUNNING |   WAITING |
|               664 |  8 |     READY |   RUNNING |
|               668 |  1 |   WAITING |     READY |
|               668 |  8 |   RUNNING |     READY |
|               668 |  1 |     READY |   RUNNING |
|               668 |  1 |   RUNNING |   WAITING |
|               668 |  8 |     READY |   RUNNING |
|               672 |  1 |   WAITING |     READY |
|               672 |  8 |   RUNNING |     READY |
|               672 |  1 |     READY |   RUNNING |
|               672 |  1 |   RUNNING |   WAITING |
|               672 |  8 |     READY |   RUNNING |
|               676 |  1 |   WAITING |     READY |
|               676 |  8 |   RUNNING |     READY |
|               676 |  1 |     READY |   RUNNING |
|               676 |  1 |   RUNNING |   WAITING |
|               676 |  8 |     READY |   RUNNING |
|               680 |  1 |   WAITING |     READY |
|               680 |  8 |   RUNNING |     READY |
|               680 |  1 |     READY |   RUNNING |
|               680 |  1 |   RUNNING |   WAITING |
|               680 |  8 |     READY |   RUNNING |
|               684 |  1 |   WAITING |     READY |
|               684 |  8 |   RUNNING |     READY |
|               684 |  1 |     READY |   RUNNING |
|               684 |  1 |   RUNNING |   WAITING |
|               684 |  8 |     READY |   RUNNING |
|               688 |  1 |   WAITING |     READY |
|               688 |  8 |   RUNNING |     READY |
|               688 |  1 |     READY |   RUNNING |
|               688 |  1 |   RUNNING |   WAITING |
|               688 |  8 |     READY |   RUNNING |
|               692 |  1 |   WAITING |     READY |
|               692 |  8 |   RUNNING |     READY |
|               692 |  1 |     READY |   RUNNING |
|               692 |  1 |   RUNNING |   WAITING |
|               692 |  8 |     READY |   RUNNING |
|               696 |  1 |   WAITING |     READY |
|               696 |  8 |   RUNNING |     READY |
|               696 |  1 |     READY |   RUNNING |
|               696 |  1 |   RUNNING |   WAITING |
|               696 |  8 |     READY |   RUNNING |
|               700 |  1 |   WAITING |     READY |
|               700 |  8 |   RUNNING |     READY |
|               700 |  1 |     READY |   RUNNING |
|               700 |  1 |   RUNNING |   WAITING |
|               700 |  8 |     READY |   RUNNING |
|               704 |  1 |   WAITING |     READY |
|               704 |  8 |   RUNNING |     READY |
|               704 |  1 |     READY |   RUNNING |
|               704 |  1 |   RUNNING |   WAITING |
|               704 |  8 |     READY |   RUNNING |
|               708 |  1 |   WAITING |     READY |
|               708 |  8 |   RUNNING |     READY |
|               708 |  1 |     READY |   RUNNING |
|               708 |  1 |   RUNNING |   WAITING |
|               708 |  8 |     READY |   RUNNING |
|               712 |  1 |   WAITING |     READY |
|               712 |  8 |   RUNNING |     READY |
|               712 |  1 |     READY |   RUNNING |
|               712 |  1 |   RUNNING |   WAITING |
|               712 |  8 |     READY |   RUNNING |
|               716 |  1 |   WAITING |     READY |
|               716 |  8 |   RUNNING |     READY |
|               716 |  1 |     READY |   RUNNING |
|               716 |  1 |   RUNNING |   WAITING |
|               716 |  8 |     READY |   RUNNING |
|               720 |  1 |   WAITING |     READY |
|               720 |  8 |   RUNNING |     READY |
|               720 |  1 |     READY |   RUNNING |
|               720 |  1 |   RUNNING |   WAITING |
|               720 |  8 |     READY |   RUNNING |
|               724 |  1 |   WAITING |     READY |
|               724 |  8 |   RUNNING |     READY |
|               724 |  1 |     READY |   RUNNING |
|               724 |  1 |   RUNNING |   WAITING |
|               724 |  8 |     READY |   RUNNING |
|               728 |  1 |   WAITING |     READY |
|               728 |  8 |   RUNNING |     READY |
|               728 |  1 |     READY |   RUNNING |
|               728 |  1 |   RUNNING |   WAITING |
|               728 |  8 |     READY |   RUNNING |
|               732 |  1 |   WAITING |     READY |
|               732 |  8 |   RUNNING |     READY |
|               732 |  1 |     READY |   RUNNING |
|               732 |  1 |   RUNNING |   WAITING |
|               732 |  8 |     READY |   RUNNING |
|               736 |  1 |   WAITING |     READY |
|               736 |  8 |   RUNNING |     READY |
|               736 |  1 |     READY |   RUNNING |
|               736 |  1 |   RUNNING |   WAITING |
|               736 |  8 |     READY |   RUNNING |
|               740 |  1 |   WAITING |     READY |
|               740 |  8 |   RUNNING |     READY |
|               740 |  1 |     READY |   RUNNING |
|               740 |  1 |   RUNNING |   WAITING |
|               740 |  8 |     READY |   RUNNING |
|               744 |  1 |   WAITING |     READY |
|               744 |  8 |   RUNNING |     READY |
|               744 |  1 |     READY |   RUNNING |
|               744 |  1 |   RUNNING |   WAITING |
|               744 |  8 |     READY |   RUNNING |
|               748 |  1 |   WAITING |     READY |
|               748 |  8 |   RUNNING |     READY |
|               748 |  1 |     READY |   RUNNING |
|               748 |  1 |   RUNNING |   WAITING |
|               748 |  8 |     READY |   RUNNING |
|               752 |  1 |   WAITING |     READY |
|               752 |  8 |   RUNNING |     READY |
|               752 |  1 |     READY |   RUNNING |
|               752 |  1 |   RUNNING |   WAITING |
|               752 |  8 |     READY |   RUNNING |
|               756 |  1 |   WAITING |     READY |
|               756 |  8 |   RUNNING |     READY |
|               756 |  1 |     READY |   RUNNING |
|               756 |  1 |   RUNNING |   WAITING |
|               756 |  8 |     READY |   RUNNING |
|               760 |  1 |   WAITING |     READY |
|               760 |  8 |   RUNNING |     READY |
|               760 |  1 |     READY |   RUNNING |
|               760 |  1 |   RUNNING |   WAITING |
|               760 |  8 |     READY |   RUNNING |
|               764 |  1 |   WAITING |     READY |
|               764 |  8 |   RUNNING |     READY |
|               764 |  1 |     READY |   RUNNING |
|               764 |  1 |   RUNNING |   WAITING |
|               764 |  8 |     READY |   RUNNING |
|               768 |  1 |   WAITING |     READY |
|               768 |  8 |   RUNNING |     READY |
|               768 |  1 |     READY |   RUNNING |
|               768 |  1 |   RUNNING |   WAITING |
|               768 |  8 |     READY |   RUNNING |
|               772 |  1 |   WAITING |     READY |
|               772 |  8 |   RUNNING |     READY |
|               772 |  1 |     READY |   RUNNING |
|               772 |  1 |   RUNNING |   WAITING |
|               772 |  8 |     READY |   RUNNING |
|               776 |  1 |   WAITING |     READY |
|               776 |  8 |   RUNNING |     READY |
|               776 |  1 |     READY |   RUNNING |
|               776 |  1 |   RUNNING |   WAITING |
|               776 |  8 |     READY |   RUNNING |
|               780 |  1 |   WAITING |     READY |
|               780 |  8 |   RUNNING |     READY |
|               780 |  1 |     READY |   RUNNING |
|               780 |  1 |   RUNNING |   WAITING |
|               780 |  8 |     READY |   RUNNING |
|               784 |  1 |   WAITING |     READY |
|               784 |  8 |   RUNNING |     READY |
|               784 |  1 |     READY |   RUNNING |
|               784 |  1 |   RUNNING |   WAITING |
|               784 |  8 |     READY |   RUNNING |
|               788 |  1 |   WAITING |     READY |
|               788 |  8 |   RUNNING |     READY |
|               788 |  1 |     READY |   RUNNING |
|               788 |  1 |   RUNNING |   WAITING |
|               788 |  8 |     READY |   RUNNING |
|               792 |  1 |   WAITING |     READY |
|               792 |  8 |   RUNNING |     READY |
|               792 |  1 |     READY |   RUNNING |
|               792 |  1 |   RUNNING |   WAITING |
|               792 |  8 |     READY |   RUNNING |
|               796 |  1 |   WAITING |     READY |
|               796 |  8 |   RUNNING |     READY |
|               796 |  1 |     READY |   RUNNING |
|               796 |  1 |   RUNNING |   WAITING |
|               796 |  8 |     READY |   RUNNING |
|               800 |  1 |   WAITING |     READY |
|               800 |  8 |   RUNNING |     READY |
|               800 |  1 |     READY |   RUNNING |
|               800 |  1 |   RUNNING |   WAITING |
|               800 |  8 |     READY |   RUNNING |
|               804 |  1 |   WAITING |     READY |
|               804 |  8 |   RUNNING |     READY |
|               804 |  1 |     READY |   RUNNING |
|               804 |  1 |   RUNNING |   WAITING |
|               804 |  8 |     READY |   RUNNING |
|               808 |  1 |   WAITING |     READY |
|               808 |  8 |   RUNNING |     READY |
|               808 |  1 |     READY |   RUNNING |
|               808 |  1 |   RUNNING |   WAITING |
|               808 |  8 |     READY |   RUNNING |
|               812 |  1 |   WAITING |     READY |
|               812 |  8 |   RUNNING |     READY |
|               812 |  1 |     READY |   RUNNING |
|               812 |  1 |   RUNNING |   WAITING |
|               812 |  8 |     READY |   RUNNING |
|               816 |  1 |   WAITING |     READY |
|               816 |  8 |   RUNNING |     READY |
|               816 |  1 |     READY |   RUNNING |
|               816 |  1 |   RUNNING |   WAITING |
|               816 |  8 |     READY |   RUNNING |
|               820 |  1 |   WAITING |     READY |
|               820 |  8 |   RUNNING |     READY |
|               820 |  1 |     READY |   RUNNING |
|               820 |  1 |   RUNNING |   WAITING |
|               820 |  8 |     READY |   RUNNING |
|               824 |  1 |   WAITING |     READY |
|               824 |  8 |   RUNNING |     READY |
|               824 |  1 |     READY |   RUNNING |
|               824 |  1 |   RUNNING |   WAITING |
|               824 |  8 |     READY |   RUNNING |
|               828 |  1 |   WAITING |     READY |
|               828 |  8 |   RUNNING |     READY |
|               828 |  1 |     READY |   RUNNING |
|               828 |  1 |   RUNNING |   WAITING |
|               828 |  8 |     READY |   RUNNING |
|               832 |  1 |   WAITING |     READY |
|               832 |  8 |   RUNNING |     READY |
|               832 |  1 |     READY |   RUNNING |
|               832 |  1 |   RUNNING |   WAITING |
|               832 |  8 |     READY |   RUNNING |
|               836 |  1 |   WAITING |     READY |
|               836 |  8 |   RUNNING |     READY |
|               836 |  1 |     READY |   RUNNING |
|               836 |  1 |   RUNNING |   WAITING |
|               836 |  8 |     READY |   RUNNING |
|               840 |  1 |   WAITING |     READY |
|               840 |  8 |   RUNNING |     READY |
|               840 |  1 |     READY |   RUNNING |
|               840 |  1 |   RUNNING |   WAITING |
|               840 |  8 |     READY |   RUNNING |
|               844 |  1 |   WAITING |     READY |
|               844 |  8 |   RUNNING |     READY |
|               844 |  1 |     READY |   RUNNING |
|               844 |  1 |   RUNNING |   WAITING |
|               844 |  8 |     READY |   RUNNING |
|               848 |  1 |   WAITING |     READY |
|               848 |  8 |   RUNNING |     READY |
|               848 |  1 |     READY |   RUNNING |
|               848 |  1 |   RUNNING |   WAITING |
|               848 |  8 |     READY |   RUNNING |
|               852 |  1 |   WAITING |     READY |
|               852 |  8 |   RUNNING |     READY |
|               852 |  1 |     READY |   RUNNING |
|               852 |  1 |   RUNNING |   WAITING |
|               852 |  8 |     READY |   RUNNING |
|               856 |  1 |   WAITING |     READY |
|               856 |  8 |   RUNNING |     READY |
|               856 |  1 |     READY |   RUNNING |
|               856 |  1 |   RUNNING |   WAITING |
|               856 |  8 |     READY |   RUNNING |
|               860 |  1 |   WAITING |     READY |
|               860 |  8 |   RUNNING |     READY |
|               860 |  1 |     READY |   RUNNING |
|               860 |  1 |   RUNNING |   WAITING |
|               860 |  8 |     READY |   RUNNING |
|               864 |  1 |   WAITING |     READY |
|               864 |  8 |   RUNNING |     READY |
|               864 |  1 |     READY |   RUNNING |
|               864 |  1 |   RUNNING |   WAITING |
|               864 |  8 |     READY |   RUNNING |
|               868 |  1 |   WAITING |     READY |
|               868 |  8 |   RUNNING |     READY |
|               868 |  1 |     READY |   RUNNING |
|               868 |  1 |   RUNNING |   WAITING |
|               868 |  8 |     READY |   RUNNING |
|               872 |  1 |   WAITING |     READY |
|               872 |  8 |   RUNNING |     READY |
|               872 |  1 |     READY |   RUNNING |
|               872 |  1 |   RUNNING |   WAITING |
|               872 |  8 |     READY |   RUNNING |
|               876 |  1 |   WAITING |     READY |
|               876 |  8 |   RUNNING |     READY |
|               876 |  1 |     READY |   RUNNING |
|               876 |  1 |   RUNNING |   WAITING |
|               876 |  8 |     READY |   RUNNING |
|               880 |  1 |   WAITING |     READY |
|               880 |  8 |   RUNNING |     READY |
|               880 |  1 |     READY |   RUNNING |
|               880 |  1 |   RUNNING |   WAITING |
|               880 |  8 |     READY |   RUNNING |
|               884 |  1 |   WAITING |     READY |
|               884 |  8 |   RUNNING |     READY |
|               884 |  1 |     READY |   RUNNING |
|               884 |  1 |   RUNNING |   WAITING |
|               884 |  8 |     READY |   RUNNING |
|               888 |  1 |   WAITING |     READY |
|               888 |  8 |   RUNNING |     READY |
|               888 |  1 |     READY |   RUNNING |
|               888 |  1 |   RUNNING |   WAITING |
|               888 |  8 |     READY |   RUNNING |
|               892 |  1 |   WAITING |     READY |
|               892 |  8 |   RUNNING |     READY |
|               892 |  1 |     READY |   RUNNING |
|               892 |  1 |   RUNNING |   WAITING |
|               892 |  8 |     READY |   RUNNING |
|               896 |  1 |   WAITING |     READY |
|               896 |  8 |   RUNNING |     READY |
|               896 |  1 |     READY |   RUNNING |
|               896 |  1 |   RUNNING |   WAITING |
|               896 |  8 |     READY |   RUNNING |
|               900 |  1 |   WAITING |     READY |
|               900 |  8 |   RUNNING |     READY |
|               900 |  1 |     READY |   RUNNING |
|               900 |  1 |   RUNNING |   WAITING |
|               900 |  8 |     READY |   RUNNING |
|               901 |  8 |   RUNNING |TERMINATED |
|               904 |  1 |   WAITING |     READY |
|               904 |  1 |     READY |   RUNNING |
|               905 |  1 |   RUNNING |   WAITING |
|               908 |  1 |   WAITING |     READY |
|               908 |  1 |     READY |   RUNNING |
|               909 |  1 |   RUNNING |   WAITING |
|               912 |  1 |   WAITING |     READY |
|               912 |  1 |     READY |   RUNNING |
|               913 |  1 |   RUNNING |   WAITING |
|               916 |  1 |   WAITING |     READY |
|               916 |  1 |     READY |   RUNNING |
|               917 |  1 |   RUNNING |TERMINATED |
+------------------------------------------------+
