+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               160 |  1 |   WAITING |     READY |
|               160 |  3 |   RUNNING |     READY |
|               160 |  1 |     READY |   RUNNING |
|               160 |  1 |   RUNNING |   WAITING |
|               160 |  3 |     READY |   RUNNING |
|               164 |  1 |   WAITING |     READY |
|               164 |  3 |   RUNNING |     READY |
|               164 |  1 |     READY |   RUNNING |
|               164 |  1 |   RUNNING |   WAITING |
|               164 |  3 |     READY |   RUNNING |
|               168 |  1 |   WAITING |     READY |
|               168 |  3 |   RUNNING |     READY |
|               168 |  1 |     READY |   RUNNING |
|               168 |  1 |   RUNNING |   WAITING |
|               168 |  3 |     READY |   RUNNING |
|               172 |  1 |   WAITING |     READY |
|               172 |  3 |   RUNNING |     READY |
|               172 |  1 |     READY |   RUNNING |
|               172 |  1 |   RUNNING |   WAITING |
|               172 |  3 |     READY |   RUNNING |
|               176 |  1 |   WAITING |     READY |
|               176 |  3 |   RUNNING |     READY |
|               176 |  1 |     READY |   RUNNING |
|               176 |  1 |   RUNNING |   WAITING |
|               176 |  3 |     READY |   RUNNING |
|               180 |  1 |   WAITING |     READY |
|               180 |  3 |   RUNNING |     READY |
|               180 |  1 |     READY |   RUNNING |
|               180 |  1 |   RUNNING |   WAITING |
|               180 |  3 |     READY |   RUNNING |
|               184 |  1 |   WAITING |     READY |
|               184 |  3 |   RUNNING |     READY |
|               184 |  1 |     READY |   RUNNING |
|               184 |  1 |   RUNNING |   WAITING |
|               184 |  3 |     READY |   RUNNING |
|               188 |  1 |   WAITING |     READY |
|               188 |  3 |   RUNNING |     READY |
|               188 |  1 |     READY |   RUNNING |
|               188 |  1 |   RUNNING |   WAITING |
|               188 |  3 |     READY |   RUNNING |
|               192 |  1 |   WAITING |     READY |
|               192 |  3 |   RUNNING |     READY |
|               192 |  1 |     READY |   RUNNING |
|               192 |  1 |   RUNNING |   WAITING |
|               192 |  3 |     READY |   RUNNING |
|               196 |  1 |   WAITING |     READY |
|               196 |  3 |   RUNNING |     READY |
|               196 |  1 |     READY |   RUNNING |
|               196 |  1 |   RUNNING |   WAITING |
|               196 |  3 |     READY |   RUNNING |
|               200 |  1 |   WAITING |     READY |
|               200 |  3 |   RUNNING |     READY |
|               200 |  1 |     READY |   RUNNING |
|               200 |  1 |   RUNNING |   WAITING |
|               200 |  3 |     READY |   RUNNING |
|               203 |  3 |   RUNNING |TERMINATED |
|               203 |  7 |     READY |   RUNNING |
|               204 |  1 |   WAITING |     READY |
|               204 |  7 |   RUNNING |     READY |
|               204 |  1 |     READY |   RUNNING |
|               204 |  1 |   RUNNING |   WAITING |
|               204 |  7 |     READY |   RUNNING |
|               208 |  1 |   WAITING |     READY |
|               208 |  7 |   RUNNING |     READY |
|               208 |  1 |     READY |   RUNNING |
|               208 |  1 |   RUNNING |   WAITING |
|               208 |  7 |     READY |   RUNNING |
|               212 |  1 |   WAITING |     READY |
|               212 |  7 |   RUNNING |     READY |
|               212 |  1 |     READY |   RUNNING |
|               212 |  1 |   RUNNING |   WAITING |
|               212 |  7 |     READY |   RUNNING |
|               216 |  1 |   WAITING |     READY |
|               216 |  7 |   RUNNING |     READY |
|               216 |  1 |     READY |   RUNNING |
|               216 |  1 |   RUNNING |   WAITING |
|               216 |  7 |     READY |   RUNNING |
|               220 |  1 |   WAITING |     READY |
|               220 |  7 |   RUNNING |     READY |
|               220 |  1 |     READY |   RUNNING |
|               220 |  1 |   RUNNING |   WAITING |
|               220 |  7 |     READY |   RUNNING |
|               224 |  1 |   WAITING |     READY |
|               224 |  7 |   RUNNING |     READY |
|               224 |  1 |     READY |   RUNNING |
|               224 |  1 |   RUNNING |   WAITING |
|               224 |  7 |     READY |   RUNNING |
|               228 |  1 |   WAITING |     READY |
|               228 |  7 |   RUNNING |     READY |
|               228 |  1 |     READY |   RUNNING |
|               228 |  1 |   RUNNING |   WAITING |
|               228 |  7 |     READY |   RUNNING |
|               232 |  1 |   WAITING |     READY |
|               232 |  7 |   RUNNING |     READY |
|               232 |  1 |     READY |   RUNNING |
|               232 |  1 |   RUNNING |   WAITING |
|               232 |  7 |     READY |   RUNNING |
|               236 |  1 |   WAITING |     READY |
|               236 |  7 |   RUNNING |     READY |
|               236 |  1 |     READY |   RUNNING |
|               236 |  1 |   RUNNING |   WAITING |
|               236 |  7 |     READY |   RUNNING |
|               240 |  1 |   WAITING |     READY |
|               240 |  7 |   RUNNING |     READY |
|               240 |  1 |     READY |   RUNNING |
|               240 |  1 |   RUNNING |   WAITING |
|               240 |  7 |     READY |   RUNNING |
|               244 |  1 |   WAITING |     READY |
|               244 |  7 |   RUNNING |     READY |
|               244 |  1 |     READY |   RUNNING |
|               244 |  1 |   RUNNING |   WAITING |
|               244 |  7 |     READY |   RUNNING |
|               248 |  1 |   WAITING |     READY |
|               248 |  7 |   RUNNING |     READY |
|               248 |  1 |     READY |   RUNNING |
|               248 |  1 |   RUNNING |   WAITING |
|               248 |  7 |     READY |   RUNNING |
|               252 |  1 |   WAITING |     READY |
|               252 |  7 |   RUNNING |     READY |
|               252 |  1 |     READY |   RUNNING |
|               252 |  1 |   RUNNING |   WAITING |
|               252 |  7 |     READY |   RUNNING |
|               256 |  1 |   WAITING |     READY |
|               256 |  7 |   RUNNING |     READY |
|               256 |  1 |     READY |   RUNNING |
|               256 |  1 |   RUNNING |   WAITING |
|               256 |  7 |     READY |   RUNNING |
|               260 |  1 |   WAITING |     READY |
|               260 |  7 |   RUNNING |     READY |
|               260 |  1 |     READY |   RUNNING |
|               260 |  1 |   RUNNING |   WAITING |
|               260 |  7 |     READY |   RUNNING |
|               264 |  1 |   WAITING |     READY |
|               264 |  7 |   RUNNING |     READY |
|               264 |  1 |     READY |   RUNNING |
|               264 |  1 |   RUNNING |   WAITING |
|               264 |  7 |     READY |   RUNNING |
|               268 |  1 |   WAITING |     READY |
|               268 |  7 |   RUNNING |     READY |
|               268 |  1 |     READY |   RUNNING |
|               268 |  1 |   RUNNING |   WAITING |
|               268 |  7 |     READY |   RUNNING |
|               272 |  1 |   WAITING |     READY |
|               272 |  7 |   RUNNING |     READY |
|               272 |  1 |     READY |   RUNNING |
|               272 |  1 |   RUNNING |   WAITING |
|               272 |  7 |     READY |   RUNNING |
|               276 |  1 |   WAITING |     READY |
|               276 |  7 |   RUNNING |     READY |
|               276 |  1 |     READY |   RUNNING |
|               276 |  1 |   RUNNING |   WAITING |
|               276 |  7 |     READY |   RUNNING |
|               280 |  1 |   WAITING |     READY |
|               280 |  7 |   RUNNING |     READY |
|               280 |  1 |     READY |   RUNNING |
|               280 |  1 |   RUNNING |   WAITING |
|               280 |  7 |     READY |   RUNNING |
|               284 |  1 |   WAITING |     READY |
|               284 |  7 |   RUNNING |     READY |
|               284 |  1 |     READY |   RUNNING |
|               284 |  1 |   RUNNING |   WAITING |
|               284 |  7 |     READY |   RUNNING |
|               288 |  1 |   WAITING |     READY |
|               288 |  7 |   RUNNING |     READY |
|               288 |  1 |     READY |   RUNNING |
|               288 |  1 |   RUNNING |   WAITING |
|               288 |  7 |     READY |   RUNNING |
|               292 |  1 |   WAITING |     READY |
|               292 |  7 |   RUNNING |     READY |
|               292 |  1 |     READY |   RUNNING |
|               292 |  1 |   RUNNING |   WAITING |
|               292 |  7 |     READY |   RUNNING |
|               296 |  1 |   WAITING |     READY |
|               296 |  7 |   RUNNING |     READY |
|               296 |  1 |     READY |   RUNNING |
|               296 |  1 |   RUNNING |   WAITING |
|               296 |  7 |     READY |   RUNNING |
|               300 |  1 |   WAITING |     READY |
|               300 |  7 |   RUNNING |     READY |
|               300 |  1 |     READY |   RUNNING |
|               300 |  1 |   RUNNING |   WAITING |
|               300 |  7 |     READY |   RUNNING |
|               304 |  1 |   WAITING |     READY |
|               304 |  7 |   RUNNING |     READY |
|               304 |  1 |     READY |   RUNNING |
|               304 |  1 |   RUNNING |   WAITING |
|               304 |  7 |     READY |   RUNNING |
|               308 |  1 |   WAITING |     READY |
|               308 |  7 |   RUNNING |     READY |
|               308 |  1 |     READY |   RUNNING |
|               308 |  1 |   RUNNING |   WAITING |
|               308 |  7 |     READY |   RUNNING |
|               312 |  1 |   WAITING |     READY |
|               312 |  7 |   RUNNING |     READY |
|               312 |  1 |     READY |   RUNNING |
|               312 |  1 |   RUNNING |   WAITING |
|               312 |  7 |     READY |   RUNNING |
|               316 |  1 |   WAITING |     READY |
|               316 |  7 |   RUNNING |     READY |
|               316 |  1 |     READY |   RUNNING |
|               316 |  1 |   RUNNING |   WAITING |
|               316 |  7 |     READY |   RUNNING |
|               320 |  1 |   WAITING |     READY |
|               320 |  7 |   RUNNING |     READY |
|               320 |  1 |     READY |   RUNNING |
|               320 |  1 |   RUNNING |   WAITING |
|               320 |  7 |     READY |   RUNNING |
|               324 |  1 |   WAITING |     READY |
|               324 |  7 |   RUNNING |     READY |
|               324 |  1 |     READY |   RUNNING |
|               324 |  1 |   RUNNING |   WAITING |
|               324 |  7 |     READY |   RUNNING |
|               328 |  1 |   WAITING |     READY |
|               328 |  7 |   RUNNING |     READY |
|               328 |  1 |     READY |   RUNNING |
|               328 |  1 |   RUNNING |   WAITING |
|               328 |  7 |     READY |   RUNNING |
|               332 |  1 |   WAITING |     READY |
|               332 |  7 |   RUNNING |     READY |
|               332 |  1 |     READY |   RUNNING |
|               332 |  1 |   RUNNING |   WAITING |
|               332 |  7 |     READY |   RUNNING |
|               336 |  1 |   WAITING |     READY |
|               336 |  7 |   RUNNING |     READY |
|               336 |  1 |     READY |   RUNNING |
|               336 |  1 |   RUNNING |   WAITING |
|               336 |  7 |     READY |   RUNNING |
|               340 |  1 |   WAITING |     READY |
|               340 |  7 |   RUNNING |     READY |
|               340 |  1 |     READY |   RUNNING |
|               340 |  1 |   RUNNING |   WAITING |
|               340 |  7 |     READY |   RUNNING |
|               344 |  1 |   WAITING |     READY |
|               344 |  7 |   RUNNING |     READY |
|               344 |  1 |     READY |   RUNNING |
|               344 |  1 |   RUNNING |   WAITING |
|               344 |  7 |     READY |   RUNNING |
|               348 |  1 |   WAITING |     READY |
|               348 |  7 |   RUNNING |     READY |
|               348 |  1 |     READY |   RUNNING |
|               348 |  1 |   RUNNING |   WAITING |
|               348 |  7 |     READY |   RUNNING |
|               352 |  1 |   WAITING |     READY |
|               352 |  7 |   RUNNING |     READY |
|               352 |  1 |     READY |   RUNNING |
|               352 |  1 |   RUNNING |   WAITING |
|               352 |  7 |     READY |   RUNNING |
|               356 |  1 |   WAITING |     READY |
|               356 |  7 |   RUNNING |     READY |
|               356 |  1 |     READY |   RUNNING |
|               356 |  1 |   RUNNING |   WAITING |
|               356 |  7 |     READY |   RUNNING |
|               360 |  1 |   WAITING |     READY |
|               360 |  7 |   RUNNING |     READY |
|               360 |  1 |     READY |   RUNNING |
|               360 |  1 |   RUNNING |   WAITING |
|               360 |  7 |     READY |   RUNNING |
|               364 |  1 |   WAITING |     READY |
|               364 |  7 |   RUNNING |     READY |
|               364 |  1 |     READY |   RUNNING |
|               364 |  1 |   RUNNING |   WAITING |
|               364 |  7 |     READY |   RUNNING |
|               368 |  1 |   WAITING |     READY |
|               368 |  7 |   RUNNING |     READY |
|               368 |  1 |     READY |   RUNNING |
|               368 |  1 |   RUNNING |   WAITING |
|               368 |  7 |     READY |   RUNNING |
|               372 |  1 |   WAITING |     READY |
|               372 |  7 |   RUNNING |     READY |
|               372 |  1 |     READY |   RUNNING |
|               372 |  1 |   RUNNING |   WAITING |
|               372 |  7 |     READY |   RUNNING |
|               376 |  1 |   WAITING |     READY |
|               376 |  7 |   RUNNING |     READY |
|               376 |  1 |     READY |   RUNNING |
|               376 |  1 |   RUNNING |   WAITING |
|               376 |  7 |     READY |   RUNNING |
|               380 |  1 |   WAITING |     READY |
|               380 |  7 |   RUNNING |     READY |
|               380 |  1 |     READY |   RUNNING |
|               380 |  1 |   RUNNING |   WAITING |
|               380 |  7 |     READY |   RUNNING |
|               384 |  1 |   WAITING |     READY |
|               384 |  7 |   RUNNING |     READY |
|               384 |  1 |     READY |   RUNNING |
|               384 |  1 |   RUNNING |   WAITING |
|               384 |  7 |     READY |   RUNNING |
|               388 |  1 |   WAITING |     READY |
|               388 |  7 |   RUNNING |     READY |
|               388 |  1 |     READY |   RUNNING |
|               388 |  1 |   RUNNING |   WAITING |
|               388 |  7 |     READY |   RUNNING |
|               392 |  1 |   WAITING |     READY |
|               392 |  7 |   RUNNING |     READY |
|               392 |  1 |     READY |   RUNNING |
|               392 |  1 |   RUNNING |   WAITING |
|               392 |  7 |     READY |   RUNNING |
|               396 |  1 |   WAITING |     READY |
|               396 |  7 |   RUNNING |     READY |
|               396 |  1 |     READY |   RUNNING |
|               396 |  1 |   RUNNING |   WAITING |
|               396 |  7 |     READY |   RUNNING |
|               400 |  1 |   WAITING |     READY |
|               400 |  7 |   RUNNING |     READY |
|               400 |  1 |     READY |   RUNNING |
|               400 |  1 |   RUNNING |   WAITING |
|               400 |  7 |     READY |   RUNNING |
|               403 |  7 |   RUNNING |TERMINATED |
|               403 |  8 |     READY |   RUNNING |
|               404 |  1 |   WAITING |     READY |
|               404 |  8 |   RUNNING |     READY |
|               404 |  1 |     READY |   RUNNING |
|               404 |  1 |   RUNNING |   WAITING |
|               404 |  8 |     READY |   RUNNING |
|               408 |  1 |   WAITING |     READY |
|               408 |  8 |   RUNNING |     READY |
|               408 |  1 |     READY |   RUNNING |
|               408 |  1 |   RUNNING |   WAITING |
|               408 |  8 |     READY |   RUNNING |
|               412 |  1 |   WAITING |     READY |
|               412 |  8 |   RUNNING |     READY |
|               412 |  1 |     READY |   RUNNING |
|               412 |  1 |   RUNNING |   WAITING |
|               412 |  8 |     READY |   RUNNING |
|               416 |  1 |   WAITING |     READY |
|               416 |  8 |   RUNNING |     READY |
|               416 |  1 |     READY |   RUNNING |
|               416 |  1 |   RUNNING |   WAITING |
|               416 |  8 |     READY |   RUNNING |
|               420 |  1 |   WAITING |     READY |
|               420 |  8 |   RUNNING |     READY |
|               420 |  1 |     READY |   RUNNING |
|               420 |  1 |   RUNNING |   WAITING |
|               420 |  8 |     READY |   RUNNING |
|               424 |  1 |   WAITING |     READY |
|               424 |  8 |   RUNNING |     READY |
|               424 |  1 |     READY |   RUNNING |
|               424 |  1 |   RUNNING |   WAITING |
|               424 |  8 |     READY |   RUNNING |
|               428 |  1 |   WAITING |     READY |
|               428 |  8 |   RUNNING |     READY |
|               428 |  1 |     READY |   RUNNING |
|               428 |  1 |   RUNNING |   WAITING |
|               428 |  8 |     READY |   RUNNING |
|               432 |  1 |   WAITING |     READY |
|               432 |  8 |   RUNNING |     READY |
|               432 |  1 |     READY |   RUNNING |
|               432 |  1 |   RUNNING |   WAITING |
|               432 |  8 |     READY |   RUNNING |
|               436 |  1 |   WAITING |     READY |
|               436 |  8 |   RUNNING |     READY |
|               436 |  1 |     READY |   RUNNING |
|               436 |  1 |   RUNNING |   WAITING |
|               436 |  8 |     READY |   RUNNING |
|               440 |  1 |   WAITING |     READY |
|               440 |  8 |   RUNNING |     READY |
|               440 |  1 |     READY |   RUNNING |
|               440 |  1 |   RUNNING |   WAITING |
|               440 |  8 |     READY |   RUNNING |
|               444 |  1 |   WAITING |     READY |
|               444 |  8 |   RUNNING |     READY |
|               444 |  1 |     READY |   RUNNING |
|               444 |  1 |   RUNNING |   WAITING |
|               444 |  8 |     READY |   RUNNING |
|               448 |  1 |   WAITING |     READY |
|               448 |  8 |   RUNNING |     READY |
|               448 |  1 |     READY |   RUNNING |
|               448 |  1 |   RUNNING |   WAITING |
|               448 |  8 |     READY |   RUNNING |
|               452 |  1 |   WAITING |     READY |
|               452 |  8 |   RUNNING |     READY |
|               452 |  1 |     READY |   RUNNING |
|               452 |  1 |   RUNNING |   WAITING |
|               452 |  8 |     READY |   RUNNING |
|               456 |  1 |   WAITING |     READY |
|               456 |  8 |   RUNNING |     READY |
|               456 |  1 |     READY |   RUNNING |
|               456 |  1 |   RUNNING |   WAITING |
|               456 |  8 |     READY |   RUNNING |
|               460 |  1 |   WAITING |     READY |
|               460 |  8 |   RUNNING |     READY |
|               460 |  1 |     READY |   RUNNING |
|               460 |  1 |   RUNNING |   WAITING |
|               460 |  8 |     READY |   RUNNING |
|               464 |  1 |   WAITING |     READY |
|               464 |  8 |   RUNNING |     READY |
|               464 |  1 |     READY |   RUNNING |
|               464 |  1 |   RUNNING |   WAITING |
|               464 |  8 |     READY |   RUNNING |
|               468 |  1 |   WAITING |     READY |
|               468 |  8 |   RUNNING |     READY |
|               468 |  1 |     READY |   RUNNING |
|               468 |  1 |   RUNNING |   WAITING |
|               468 |  8 |     READY |   RUNNING |
|               472 |  1 |   WAITING |     READY |
|               472 |  8 |   RUNNING |     READY |
|               472 |  1 |     READY |   RUNNING |
|               472 |  1 |   RUNNING |   WAITING |
|               472 |  8 |     READY |   RUNNING |
|               476 |  1 |   WAITING |     READY |
|               476 |  8 |   RUNNING |     READY |
|               476 |  1 |     READY |   RUNNING |
|               476 |  1 |   RUNNING |   WAITING |
|               476 |  8 |     READY |   RUNNING |
|               480 |  1 |   WAITING |     READY |
|               480 |  8 |   RUNNING |     READY |
|               480 |  1 |     READY |   RUNNING |
|               480 |  1 |   RUNNING |   WAITING |
|               480 |  8 |     READY |   RUNNING |
|               484 |  1 |   WAITING |     READY |
|               484 |  8 |   RUNNING |     READY |
|               484 |  1 |     READY |   RUNNING |
|               484 |  1 |   RUNNING |   WAITING |
|               484 |  8 |     READY |   RUNNING |
|               488 |  1 |   WAITING |     READY |
|               488 |  8 |   RUNNING |     READY |
|               488 |  1 |     READY |   RUNNING |
|               488 |  1 |   RUNNING |   WAITING |
|               488 |  8 |     READY |   RUNNING |
|               492 |  1 |   WAITING |     READY |
|               492 |  8 |   RUNNING |     READY |
|               492 |  1 |     READY |   RUNNING |
|               492 |  1 |   RUNNING |   WAITING |
|               492 |  8 |     READY |   RUNNING |
|               496 |  1 |   WAITING |     READY |
|               496 |  8 |   RUNNING |     READY |
|               496 |  1 |     READY |   RUNNING |
|               496 |  1 |   RUNNING |   WAITING |
|               496 |  8 |     READY |   RUNNING |
|               500 |  1 |   WAITING |     READY |
|               500 |  8 |   RUNNING |     READY |
|               500 |  1 |     READY |   RUNNING |
|               500 |  1 |   RUNNING |   WAITING |
|               500 |  8 |     READY |   RUNNING |
|               504 |  1 |   WAITING |     READY |
|               504 |  8 |   RUNNING |     READY |
|               504 |  1 |     READY |   RUNNING |
|               504 |  1 |   RUNNING |   WAITING |
|               504 |  8 |     READY |   RUNNING |
|               508 |  1 |   WAITING |     READY |
|               508 |  8 |   RUNNING |     READY |
|               508 |  1 |     READY |   RUNNING |
|               508 |  1 |   RUNNING |   WAITING |
|               508 |  8 |     READY |   RUNNING |
|               512 |  1 |   WAITING |     READY |
|               512 |  8 |   RUNNING |     READY |
|               512 |  1 |     READY |   RUNNING |
|               512 |  1 |   RUNNING |   WAITING |
|               512 |  8 |     READY |   RUNNING |
|               516 |  1 |   WAITING |     READY |
|               516 |  8 |   RUNNING |     READY |
|               516 |  1 |     READY |   RUNNING |
