+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               149 |  8 |     READY |   RUNNING |
|               154 |  6 |   WAITING |     READY |
|               154 |  8 |   RUNNING |     READY |
|               154 |  6 |     READY |   RUNNING |
|               154 |  6 |   RUNNING |   WAITING |
|               154 |  8 |     READY |   RUNNING |
|               159 |  8 |   RUNNING |   WAITING |
|               161 |  6 |   WAITING |     READY |
|               161 |  6 |     READY |   RUNNING |
|               162 |  8 |   WAITING |     READY |
|               163 |  6 |   RUNNING |   WAITING |
|               163 |  8 |     READY |   RUNNING |
|               168 |  6 |   WAITING |     READY |
|               168 |  8 |   RUNNING |     READY |
|               168 |  6 |     READY |   RUNNING |
|               168 |  6 |   RUNNING |   WAITING |
|               168 |  8 |     READY |   RUNNING |
|               170 |  1 |   WAITING |     READY |
|               170 |  8 |   RUNNING |     READY |
|               170 |  1 |     READY |   RUNNING |
|               170 |  1 |   RUNNING |   WAITING |
|               170 |  8 |     READY |   RUNNING |
|               173 |  8 |   RUNNING |   WAITING |
|               175 |  6 |   WAITING |     READY |
|               175 |  6 |     READY |   RUNNING |
|               177 |  6 |   RUNNING |   WAITING |
|               178 |  8 |   WAITING |     READY |
|               178 |  8 |     READY |   RUNNING |
|               182 |  6 |   WAITING |     READY |
|               182 |  8 |   RUNNING |     READY |
|               182 |  6 |     READY |   RUNNING |
|               182 |  6 |   RUNNING |   WAITING |
|               182 |  8 |     READY |   RUNNING |
|               183 |  8 |   RUNNING |   WAITING |
|               189 |  6 |   WAITING |     READY |
|               189 |  6 |     READY |   RUNNING |
|               190 |  8 |   WAITING |     READY |
|               191 |  6 |   RUNNING |   WAITING |
|               191 |  8 |     READY |   RUNNING |
|               196 |  6 |   WAITING |     READY |
|               196 |  8 |   RUNNING |     READY |
|               196 |  6 |     READY |   RUNNING |
|               196 |  6 |   RUNNING |   WAITING |
|               196 |  8 |     READY |   RUNNING |
|               201 |  8 |   RUNNING |   WAITING |
|               203 |  6 |   WAITING |     READY |
|               203 |  6 |     READY |   RUNNING |
|               204 |  8 |   WAITING |     READY |
|               205 |  6 |   RUNNING |TERMINATED |
|               205 |  8 |     READY |   RUNNING |
|               210 |  8 |   RUNNING |   WAITING |
|               213 |  8 |   WAITING |     READY |
|               213 |  8 |     READY |   RUNNING |
|               218 |  8 |   RUNNING |   WAITING |
|               221 |  8 |   WAITING |     READY |
|               221 |  8 |     READY |   RUNNING |
|               226 |  8 |   RUNNING |   WAITING |
|               229 |  8 |   WAITING |     READY |
|               229 |  8 |     READY |   RUNNING |
|               230 |  1 |   WAITING |     READY |
|               230 |  8 |   RUNNING |     READY |
|               230 |  1 |     READY |   RUNNING |
|               230 |  1 |   RUNNING |   WAITING |
|               230 |  8 |     READY |   RUNNING |
|               234 |  8 |   RUNNING |   WAITING |
|               238 |  8 |   WAITING |     READY |
|               238 |  8 |     READY |   RUNNING |
|               243 |  8 |   RUNNING |   WAITING |
|               246 |  8 |   WAITING |     READY |
|               246 |  8 |     READY |   RUNNING |
|               251 |  8 |   RUNNING |   WAITING |
|               254 |  8 |   WAITING |     READY |
|               254 |  8 |     READY |   RUNNING |
|               259 |  8 |   RUNNING |   WAITING |
|               262 |  8 |   WAITING |     READY |
|               262 |  8 |     READY |   RUNNING |
|               267 |  8 |   RUNNING |   WAITING |
|               270 |  8 |   WAITING |     READY |
|               270 |  8 |     READY |   RUNNING |
|               275 |  8 |   RUNNING |   WAITING |
|               278 |  8 |   WAITING |     READY |
|               278 |  8 |     READY |   RUNNING |
|               283 |  8 |   RUNNING |   WAITING |
|               286 |  8 |   WAITING |     READY |
|               286 |  8 |     READY |   RUNNING |
|               290 |  1 |   WAITING |     READY |
|               290 |  8 |   RUNNING |     READY |
|               290 |  1 |     READY |   RUNNING |
|               290 |  1 |   RUNNING |   WAITING |
|               290 |  8 |     READY |   RUNNING |
|               291 |  8 |   RUNNING |   WAITING |
|               298 |  8 |   WAITING |     READY |
|               298 |  8 |     READY |   RUNNING |
|               303 |  8 |   RUNNING |   WAITING |
|               306 |  8 |   WAITING |     READY |
|               306 |  8 |     READY |   RUNNING |
|               311 |  8 |   RUNNING |TERMINATED |
|               350 |  1 |   WAITING |     READY |
|               350 |  1 |     READY |   RUNNING |
|               390 |  1 |   RUNNING |   WAITING |
|               410 |  1 |   WAITING |     READY |
|               410 |  1 |     READY |   RUNNING |
|               450 |  1 |   RUNNING |   WAITING |
|               470 |  1 |   WAITING |     READY |
|               470 |  1 |     READY |   RUNNING |
|               510 |  1 |   RUNNING |   WAITING |
|               530 |  1 |   WAITING |     READY |
|               530 |  1 |     READY |   RUNNING |
|               570 |  1 |   RUNNING |   WAITING |
|               590 |  1 |   WAITING |     READY |
|               590 |  1 |     READY |   RUNNING |
|               630 |  1 |   RUNNING |   WAITING |
|               650 |  1 |   WAITING |     READY |
|               650 |  1 |     READY |   RUNNING |
|               690 |  1 |   RUNNING |   WAITING |
|               710 |  1 |   WAITING |     READY |
|               710 |  1 |     READY |   RUNNING |
|               750 |  1 |   RUNNING |   WAITING |
|               770 |  1 |   WAITING |     READY |
|               770 |  1 |     READY |   RUNNING |
|               790 |  1 |   RUNNING |TERMINATED |
+------------------------------------------------+
