+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|              1602 |  2 |     READY |   RUNNING |
|              1603 |  7 |   WAITING |     READY |
|              1604 |  2 |   RUNNING |   WAITING |
|              1604 |  7 |     READY |   RUNNING |
|              1607 |  3 |   WAITING |     READY |
|              1609 |  2 |   WAITING |     READY |
|              1609 |  7 |   RUNNING |   WAITING |
|              1609 |  3 |     READY |   RUNNING |
|              1611 |  3 |   RUNNING |   WAITING |
|              1611 |  2 |     READY |   RUNNING |
|              1612 |  7 |   WAITING |     READY |
|              1613 |  2 |   RUNNING |   WAITING |
|              1613 |  7 |     READY |   RUNNING |
|              1616 |  3 |   WAITING |     READY |
|              1618 |  2 |   WAITING |     READY |
|              1618 |  7 |   RUNNING |   WAITING |
|              1618 |  3 |     READY |   RUNNING |
|              1620 |  3 |   RUNNING |   WAITING |
|              1620 |  2 |     READY |   RUNNING |
|              1621 |  7 |   WAITING |     READY |
|              1622 |  2 |   RUNNING |   WAITING |
|              1622 |  7 |     READY |   RUNNING |
|              1625 |  3 |   WAITING |     READY |
|              1627 |  2 |   WAITING |     READY |
|              1627 |  7 |   RUNNING |   WAITING |
|              1627 |  3 |     READY |   RUNNING |
|              1629 |  3 |   RUNNING |   WAITING |
|              1629 |  2 |     READY |   RUNNING |
|              1630 |  7 |   WAITING |     READY |
|              1631 |  2 |   RUNNING |   WAITING |
|              1631 |  7 |     READY |   RUNNING |
|              1634 |  3 |   WAITING |     READY |
|              1636 |  2 |   WAITING |     READY |
|              1636 |  7 |   RUNNING |   WAITING |
|              1636 |  3 |     READY |   RUNNING |
|              1638 |  3 |   RUNNING |   WAITING |
|              1638 |  2 |     READY |   RUNNING |
|              1639 |  7 |   WAITING |     READY |
|              1640 |  2 |   RUNNING |   WAITING |
|              1640 |  7 |     READY |   RUNNING |
|              1643 |  3 |   WAITING |     READY |
|              1645 |  2 |   WAITING |     READY |
|              1645 |  7 |   RUNNING |   WAITING |
|              1645 |  3 |     READY |   RUNNING |
|              1647 |  3 |   RUNNING |   WAITING |
|              1647 |  2 |     READY |   RUNNING |
|              1648 |  7 |   WAITING |     READY |
|              1649 |  2 |   RUNNING |   WAITING |
|              1649 |  7 |     READY |   RUNNING |
|              1652 |  3 |   WAITING |     READY |
|              1654 |  2 |   WAITING |     READY |
|              1654 |  7 |   RUNNING |   WAITING |
|              1654 |  3 |     READY |   RUNNING |
|              1656 |  3 |   RUNNING |   WAITING |
|              1656 |  2 |     READY |   RUNNING |
|              1657 |  7 |   WAITING |     READY |
|              1658 |  2 |   RUNNING |   WAITING |
|              1658 |  7 |     READY |   RUNNING |
|              1661 |  3 |   WAITING |     READY |
|              1663 |  2 |   WAITING |     READY |
|              1663 |  7 |   RUNNING |   WAITING |
|              1663 |  3 |     READY |   RUNNING |
|              1665 |  3 |   RUNNING |   WAITING |
|              1665 |  2 |     READY |   RUNNING |
|              1666 |  7 |   WAITING |     READY |
|              1667 |  2 |   RUNNING |   WAITING |
|              1667 |  7 |     READY |   RUNNING |
|              1670 |  3 |   WAITING |     READY |
|              1672 |  2 |   WAITING |     READY |
|              1672 |  7 |   RUNNING |   WAITING |
|              1672 |  3 |     READY |   RUNNING |
|              1674 |  3 |   RUNNING |   WAITING |
|              1674 |  2 |     READY |   RUNNING |
|              1675 |  7 |   WAITING |     READY |
|              1676 |  2 |   RUNNING |   WAITING |
|              1676 |  7 |     READY |   RUNNING |
|              1679 |  3 |   WAITING |     READY |
|              1681 |  2 |   WAITING |     READY |
|              1681 |  7 |   RUNNING |   WAITING |
|              1681 |  3 |     READY |   RUNNING |
|              1683 |  3 |   RUNNING |   WAITING |
|              1683 |  2 |     READY |   RUNNING |
|              1684 |  7 |   WAITING |     READY |
|              1685 |  2 |   RUNNING |   WAITING |
|              1685 |  7 |     READY |   RUNNING |
|              1688 |  3 |   WAITING |     READY |
|              1690 |  2 |   WAITING |     READY |
|              1690 |  7 |   RUNNING |   WAITING |
|              1690 |  3 |     READY |   RUNNING |
|              1692 |  3 |   RUNNING |   WAITING |
|              1692 |  2 |     READY |   RUNNING |
|              1693 |  7 |   WAITING |     READY |
|              1694 |  2 |   RUNNING |   WAITING |
|              1694 |  7 |     READY |   RUNNING |
|              1697 |  3 |   WAITING |     READY |
|              1699 |  2 |   WAITING |     READY |
|              1699 |  7 |   RUNNING |   WAITING |
|              1699 |  3 |     READY |   RUNNING |
|              1701 |  3 |   RUNNING |   WAITING |
|              1701 |  2 |     READY |   RUNNING |
|              1702 |  7 |   WAITING |     READY |
|              1703 |  2 |   RUNNING |   WAITING |
|              1703 |  7 |     READY |   RUNNING |
|              1706 |  3 |   WAITING |     READY |
|              1708 |  2 |   WAITING |     READY |
|              1708 |  7 |   RUNNING |   WAITING |
|              1708 |  3 |     READY |   RUNNING |
|              1710 |  3 |   RUNNING |   WAITING |
|              1710 |  2 |     READY |   RUNNING |
|              1711 |  7 |   WAITING |     READY |
|              1712 |  2 |   RUNNING |   WAITING |
|              1712 |  7 |     READY |   RUNNING |
|              1715 |  3 |   WAITING |     READY |
|              1717 |  2 |   WAITING |     READY |
|              1717 |  7 |   RUNNING |   WAITING |
|              1717 |  3 |     READY |   RUNNING |
|              1719 |  3 |   RUNNING |   WAITING |
|              1719 |  2 |     READY |   RUNNING |
|              1720 |  7 |   WAITING |     READY |
|              1721 |  2 |   RUNNING |   WAITING |
|              1721 |  7 |     READY |   RUNNING |
|              1724 |  3 |   WAITING |     READY |
|              1726 |  2 |   WAITING |     READY |
|              1726 |  7 |   RUNNING |TERMINATED |
|              1726 |  3 |     READY |   RUNNING |
|              1728 |  3 |   RUNNING |   WAITING |
|              1728 |  2 |     READY |   RUNNING |
|              1730 |  2 |   RUNNING |   WAITING |
|              1733 |  3 |   WAITING |     READY |
|              1733 |  3 |     READY |   RUNNING |
|              1735 |  2 |   WAITING |     READY |
|              1735 |  3 |   RUNNING |   WAITING |
|              1735 |  2 |     READY |   RUNNING |
|              1737 |  2 |   RUNNING |   WAITING |
|              1740 |  3 |   WAITING |     READY |
|              1740 |  3 |     READY |   RUNNING |
|              1742 |  2 |   WAITING |     READY |
|              1742 |  3 |   RUNNING |   WAITING |
|              1742 |  2 |     READY |   RUNNING |
|              1744 |  2 |   RUNNING |   WAITING |
|              1747 |  3 |   WAITING |     READY |
|              1747 |  3 |     READY |   RUNNING |
|              1749 |  2 |   WAITING |     READY |
|              1749 |  3 |   RUNNING |   WAITING |
|              1749 |  2 |     READY |   RUNNING |
|              1751 |  2 |   RUNNING |   WAITING |
|              1754 |  3 |   WAITING |     READY |
|              1754 |  3 |     READY |   RUNNING |
|              1756 |  2 |   WAITING |     READY |
|              1756 |  3 |   RUNNING |   WAITING |
|              1756 |  2 |     READY |   RUNNING |
|              1758 |  2 |   RUNNING |   WAITING |
|              1761 |  3 |   WAITING |     READY |
|              1761 |  3 |     READY |   RUNNING |
|              1763 |  2 |   WAITING |     READY |
|              1763 |  3 |   RUNNING |   WAITING |
|              1763 |  2 |     READY |   RUNNING |
|              1765 |  2 |   RUNNING |   WAITING |
|              1768 |  3 |   WAITING |     READY |
|              1768 |  3 |     READY |   RUNNING |
|              1770 |  2 |   WAITING |     READY |
|              1770 |  3 |   RUNNING |   WAITING |
|              1770 |  2 |     READY |   RUNNING |
|              1772 |  2 |   RUNNING |   WAITING |
|              1775 |  3 |   WAITING |     READY |
|              1775 |  3 |     READY |   RUNNING |
|              1777 |  2 |   WAITING |     READY |
|              1777 |  3 |   RUNNING |   WAITING |
|              1777 |  2 |     READY |   RUNNING |
|              1779 |  2 |   RUNNING |   WAITING |
|              1782 |  3 |   WAITING |     READY |
|              1782 |  3 |     READY |   RUNNING |
|              1784 |  2 |   WAITING |     READY |
|              1784 |  3 |   RUNNING |   WAITING |
|              1784 |  2 |     READY |   RUNNING |
|              1786 |  2 |   RUNNING |   WAITING |
|              1789 |  3 |   WAITING |     READY |
|              1789 |  3 |     READY |   RUNNING |
|              1791 |  2 |   WAITING |     READY |
|              1791 |  3 |   RUNNING |   WAITING |
|              1791 |  2 |     READY |   RUNNING |
|              1793 |  2 |   RUNNING |   WAITING |
|              1796 |  3 |   WAITING |     READY |
|              1796 |  3 |     READY |   RUNNING |
|              1798 |  2 |   WAITING |     READY |
|              1798 |  3 |   RUNNING |   WAITING |
|              1798 |  2 |     READY |   RUNNING |
|              1800 |  2 |   RUNNING |   WAITING |
|              1803 |  3 |   WAITING |     READY |
|              1803 |  3 |     READY |   RUNNING |
|              1805 |  2 |   WAITING |     READY |
|              1805 |  3 |   RUNNING |   WAITING |
|              1805 |  2 |     READY |   RUNNING |
|              1807 |  2 |   RUNNING |   WAITING |
|              1810 |  3 |   WAITING |     READY |
|              1810 |  3 |     READY |   RUNNING |
|              1812 |  2 |   WAITING |     READY |
|              1812 |  3 |   RUNNING |   WAITING |
|              1812 |  2 |     READY |   RUNNING |
|              1814 |  2 |   RUNNING |   WAITING |
|              1817 |  3 |   WAITING |     READY |
|              1817 |  3 |     READY |   RUNNING |
|              1819 |  2 |   WAITING |     READY |
|              1819 |  3 |   RUNNING |   WAITING |
|              1819 |  2 |     READY |   RUNNING |
|              1821 |  2 |   RUNNING |   WAITING |
|              1824 |  3 |   WAITING |     READY |
|              1824 |  3 |     READY |   RUNNING |
|              1826 |  2 |   WAITING |     READY |
|              1826 |  3 |   RUNNING |   WAITING |
|              1826 |  2 |     READY |   RUNNING |
|              1828 |  2 |   RUNNING |   WAITING |
|              1831 |  3 |   WAITING |     READY |
|              1831 |  3 |     READY |   RUNNING |
|              1833 |  2 |   WAITING |     READY |
|              1833 |  3 |   RUNNING |   WAITING |
|              1833 |  2 |     READY |   RUNNING |
|              1835 |  2 |   RUNNING |   WAITING |
|              1838 |  3 |   WAITING |     READY |
|              1838 |  3 |     READY |   RUNNING |
|              1840 |  2 |   WAITING |     READY |
|              1840 |  3 |   RUNNING |   WAITING |
|              1840 |  2 |     READY |   RUNNING |
|              1842 |  2 |   RUNNING |   WAITING |
|              1845 |  3 |   WAITING |     READY |
|              1845 |  3 |     READY |   RUNNING |
|              1847 |  2 |   WAITING |     READY |
|              1847 |  3 |   RUNNING |   WAITING |
|              1847 |  2 |     READY |   RUNNING |
|              1849 |  2 |   RUNNING |   WAITING |
|              1852 |  3 |   WAITING |     READY |
|              1852 |  3 |     READY |   RUNNING |
|              1854 |  2 |   WAITING |     READY |
|              1854 |  3 |   RUNNING |   WAITING |
|              1854 |  2 |     READY |   RUNNING |
|              1856 |  2 |   RUNNING |   WAITING |
|              1859 |  3 |   WAITING |     READY |
|              1859 |  3 |     READY |   RUNNING |
|              1861 |  2 |   WAITING |     READY |
|              1861 |  3 |   RUNNING |TERMINATED |
|              1861 |  2 |     READY |   RUNNING |
|              1863 |  2 |   RUNNING |   WAITING |
|              1868 |  2 |   WAITING |     READY |
|              1868 |  2 |     READY |   RUNNING |
|              1870 |  2 |   RUNNING |   WAITING |
|              1875 |  2 |   WAITING |     READY |
|              1875 |  2 |     READY |   RUNNING |
|              1877 |  2 |   RUNNING |   WAITING |
|              1882 |  2 |   WAITING |     READY |
|              1882 |  2 |     READY |   RUNNING |
|              1884 |  2 |   RUNNING |   WAITING |
|              1889 |  2 |   WAITING |     READY |
|              1889 |  2 |     READY |   RUNNING |
|              1891 |  2 |   RUNNING |   WAITING |
|              1896 |  2 |   WAITING |     READY |
|              1896 |  2 |     READY |   RUNNING |
|              1898 |  2 |   RUNNING |   WAITING |
|              1903 |  2 |   WAITING |     READY |
|              1903 |  2 |     READY |   RUNNING |
|              1905 |  2 |   RUNNING |   WAITING |
|              1910 |  2 |   WAITING |     READY |
|              1910 |  2 |     READY |   RUNNING |
|              1912 |  2 |   RUNNING |   WAITING |
|              1917 |  2 |   WAITING |     READY |
|              1917 |  2 |     READY |   RUNNING |
|              1919 |  2 |   RUNNING |   WAITING |
|              1924 |  2 |   WAITING |     READY |
|              1924 |  2 |     READY |   RUNNING |
|              1926 |  2 |   RUNNING |   WAITING |
|              1931 |  2 |   WAITING |     READY |
|              1931 |  2 |     READY |   RUNNING |
|              1933 |  2 |   RUNNING |   WAITING |
|              1938 |  2 |   WAITING |     READY |
|              1938 |  2 |     READY |   RUNNING |
|              1940 |  2 |   RUNNING |   WAITING |
|              1945 |  2 |   WAITING |     READY |
|              1945 |  2 |     READY |   RUNNING |
|              1947 |  2 |   RUNNING |   WAITING |
|              1952 |  2 |   WAITING |     READY |
|              1952 |  2 |     READY |   RUNNING |
|              1954 |  2 |   RUNNING |   WAITING |
|              1959 |  2 |   WAITING |     READY |
|              1959 |  2 |     READY |   RUNNING |
|              1961 |  2 |   RUNNING |   WAITING |
|              1966 |  2 |   WAITING |     READY |
|              1966 |  2 |     READY |   RUNNING |
|              1968 |  2 |   RUNNING |   WAITING |
|              1973 |  2 |   WAITING |     READY |
|              1973 |  2 |     READY |   RUNNING |
|              1975 |  2 |   RUNNING |   WAITING |
|              1980 |  2 |   WAITING |     READY |
|              1980 |  2 |     READY |   RUNNING |
|              1982 |  2 |   RUNNING |   WAITING |
|              1987 |  2 |   WAITING |     READY |
|              1987 |  2 |     READY |   RUNNING |
|              1989 |  2 |   RUNNING |   WAITING |
|              1994 |  2 |   WAITING |     READY |
|              1994 |  2 |     READY |   RUNNING |
|              1996 |  2 |   RUNNING |   WAITING |
|              2001 |  2 |   WAITING |     READY |
|              2001 |  2 |     READY |   RUNNING |
|              2003 |  2 |   RUNNING |   WAITING |
|              2008 |  2 |   WAITING |     READY |
|              2008 |  2 |     READY |   RUNNING |
|              2010 |  2 |   RUNNING |   WAITING |
|              2015 |  2 |   WAITING |     READY |
|              2015 |  2 |     READY |   RUNNING |
|              2017 |  2 |   RUNNING |   WAITING |
|              2022 |  2 |   WAITING |     READY |
|              2022 |  2 |     READY |   RUNNING |
|              2024 |  2 |   RUNNING |   WAITING |
|              2029 |  2 |   WAITING |     READY |
|              2029 |  2 |     READY |   RUNNING |
|              2031 |  2 |   RUNNING |   WAITING |
|              2036 |  2 |   WAITING |     READY |
|              2036 |  2 |     READY |   RUNNING |
|              2038 |  2 |   RUNNING |   WAITING |
|              2043 |  2 |   WAITING |     READY |
|              2043 |  2 |     READY |   RUNNING |
|              2045 |  2 |   RUNNING |   WAITING |
|              2050 |  2 |   WAITING |     READY |
|              2050 |  2 |     READY |   RUNNING |
|              2052 |  2 |   RUNNING |   WAITING |
|              2057 |  2 |   WAITING |     READY |
|              2057 |  2 |     READY |   RUNNING |
|              2059 |  2 |   RUNNING |   WAITING |
|              2064 |  2 |   WAITING |     READY |
|              2064 |  2 |     READY |   RUNNING |
|              2066 |  2 |   RUNNING |   WAITING |
|              2071 |  2 |   WAITING |     READY |
|              2071 |  2 |     READY |   RUNNING |
|              2073 |  2 |   RUNNING |   WAITING |
|              2078 |  2 |   WAITING |     READY |
|              2078 |  2 |     READY |   RUNNING |
|              2080 |  2 |   RUNNING |   WAITING |
|              2085 |  2 |   WAITING |     READY |
|              2085 |  2 |     READY |   RUNNING |
|              2087 |  2 |   RUNNING |   WAITING |
|              2092 |  2 |   WAITING |     READY |
|              2092 |  2 |     READY |   RUNNING |
|              2094 |  2 |   RUNNING |   WAITING |
|              2099 |  2 |   WAITING |     READY |
|              2099 |  2 |     READY |   RUNNING |
|              2101 |  2 |   RUNNING |   WAITING |
|              2106 |  2 |   WAITING |     READY |
|              2106 |  2 |     READY |   RUNNING |
|              2108 |  2 |   RUNNING |   WAITING |
|              2113 |  2 |   WAITING |     READY |
|              2113 |  2 |     READY |   RUNNING |
|              2115 |  2 |   RUNNING |   WAITING |
|              2120 |  2 |   WAITING |     READY |
|              2120 |  2 |     READY |   RUNNING |
|              2122 |  2 |   RUNNING |   WAITING |
|              2127 |  2 |   WAITING |     READY |
|              2127 |  2 |     READY |   RUNNING |
|              2129 |  2 |   RUNNING |   WAITING |
|              2134 |  2 |   WAITING |     READY |
|              2134 |  2 |     READY |   RUNNING |
|              2136 |  2 |   RUNNING |   WAITING |
|              2141 |  2 |   WAITING |     READY |
|              2141 |  2 |     READY |   RUNNING |
|              2143 |  2 |   RUNNING |   WAITING |
|              2148 |  2 |   WAITING |     READY |
|              2148 |  2 |     READY |   RUNNING |
|              2150 |  2 |   RUNNING |   WAITING |
|              2155 |  2 |   WAITING |     READY |
|              2155 |  2 |     READY |   RUNNING |
|              2157 |  2 |   RUNNING |   WAITING |
|              2162 |  2 |   WAITING |     READY |
|              2162 |  2 |     READY |   RUNNING |
|              2164 |  2 |   RUNNING |   WAITING |
|              2169 |  2 |   WAITING |     READY |
|              2169 |  2 |     READY |   RUNNING |
|              2171 |  2 |   RUNNING |   WAITING |
|              2176 |  2 |   WAITING |     READY |
|              2176 |  2 |     READY |   RUNNING |
|              2178 |  2 |   RUNNING |   WAITING |
|              2183 |  2 |   WAITING |     READY |
|              2183 |  2 |     READY |   RUNNING |
|              2185 |  2 |   RUNNING |   WAITING |
|              2190 |  2 |   WAITING |     READY |
|              2190 |  2 |     READY |   RUNNING |
|              2192 |  2 |   RUNNING |   WAITING |
|              2197 |  2 |   WAITING |     READY |
|              2197 |  2 |     READY |   RUNNING |
|              2199 |  2 |   RUNNING |   WAITING |
|              2204 |  2 |   WAITING |     READY |
|              2204 |  2 |     READY |   RUNNING |
|              2206 |  2 |   RUNNING |   WAITING |
|              2211 |  2 |   WAITING |     READY |
|              2211 |  2 |     READY |   RUNNING |
|              2213 |  2 |   RUNNING |   WAITING |
|              2218 |  2 |   WAITING |     READY |
|              2218 |  2 |     READY |   RUNNING |
|              2220 |  2 |   RUNNING |   WAITING |
|              2225 |  2 |   WAITING |     READY |
|              2225 |  2 |     READY |   RUNNING |
|              2227 |  2 |   RUNNING |   WAITING |
|              2232 |  2 |   WAITING |     READY |
|              2232 |  2 |     READY |   RUNNING |
|              2234 |  2 |   RUNNING |   WAITING |
|              2239 |  2 |   WAITING |     READY |
|              2239 |  2 |     READY |   RUNNING |
|              2241 |  2 |   RUNNING |   WAITING |
|              2246 |  2 |   WAITING |     READY |
|              2246 |  2 |     READY |   RUNNING |
|              2248 |  2 |   RUNNING |   WAITING |
|              2253 |  2 |   WAITING |     READY |
|              2253 |  2 |     READY |   RUNNING |
|              2255 |  2 |   RUNNING |   WAITING |
|              2260 |  2 |   WAITING |     READY |
|              2260 |  2 |     READY |   RUNNING |
|              2262 |  2 |   RUNNING |   WAITING |
|              2267 |  2 |   WAITING |     READY |
|              2267 |  2 |     READY |   RUNNING |
|              2269 |  2 |   RUNNING |   WAITING |
|              2274 |  2 |   WAITING |     READY |
|              2274 |  2 |     READY |   RUNNING |
|              2276 |  2 |   RUNNING |   WAITING |
|              2281 |  2 |   WAITING |     READY |
|              2281 |  2 |     READY |   RUNNING |
|              2283 |  2 |   RUNNING |   WAITING |
|              2288 |  2 |   WAITING |     READY |
|              2288 |  2 |     READY |   RUNNING |
|              2290 |  2 |   RUNNING |   WAITING |
|              2295 |  2 |   WAITING |     READY |
|              2295 |  2 |     READY |   RUNNING |
|              2297 |  2 |   RUNNING |   WAITING |
|              2302 |  2 |   WAITING |     READY |
|              2302 |  2 |     READY |   RUNNING |
|              2304 |  2 |   RUNNING |   WAITING |
|              2309 |  2 |   WAITING |     READY |
|              2309 |  2 |     READY |   RUNNING |
|              2311 |  2 |   RUNNING |   WAITING |
|              2316 |  2 |   WAITING |     READY |
|              2316 |  2 |     READY |   RUNNING |
|              2318 |  2 |   RUNNING |   WAITING |
|              2323 |  2 |   WAITING |     READY |
|              2323 |  2 |     READY |   RUNNING |
|              2325 |  2 |   RUNNING |   WAITING |
|              2330 |  2 |   WAITING |     READY |
|              2330 |  2 |     READY |   RUNNING |
|              2332 |  2 |   RUNNING |   WAITING |
|              2337 |  2 |   WAITING |     READY |
|              2337 |  2 |     READY |   RUNNING |
|              2339 |  2 |   RUNNING |   WAITING |
|              2344 |  2 |   WAITING |     READY |
|              2344 |  2 |     READY |   RUNNING |
|              2346 |  2 |   RUNNING |   WAITING |
|              2351 |  2 |   WAITING |     READY |
|              2351 |  2 |     READY |   RUNNING |
|              2353 |  2 |   RUNNING |   WAITING |
|              2358 |  2 |   WAITING |     READY |
|              2358 |  2 |     READY |   RUNNING |
|              2360 |  2 |   RUNNING |   WAITING |
|              2365 |  2 |   WAITING |     READY |
|              2365 |  2 |     READY |   RUNNING |
|              2367 |  2 |   RUNNING |   WAITING |
|              2372 |  2 |   WAITING |     READY |
|              2372 |  2 |     READY |   RUNNING |
|              2374 |  2 |   RUNNING |   WAITING |
|              2379 |  2 |   WAITING |     READY |
|              2379 |  2 |     READY |   RUNNING |
|              2381 |  2 |   RUNNING |   WAITING |
|              2386 |  2 |   WAITING |     READY |
|              2386 |  2 |     READY |   RUNNING |
|              2388 |  2 |   RUNNING |   WAITING |
|              2393 |  2 |   WAITING |     READY |
|              2393 |  2 |     READY |   RUNNING |
|              2395 |  2 |   RUNNING |   WAITING |
|              2400 |  2 |   WAITING |     READY |
|              2400 |  2 |     READY |   RUNNING |
|              2402 |  2 |   RUNNING |   WAITING |
|              2407 |  2 |   WAITING |     READY |
|              2407 |  2 |     READY |   RUNNING |
|              2409 |  2 |   RUNNING |   WAITING |
|              2414 |  2 |   WAITING |     READY |
|              2414 |  2 |     READY |   RUNNING |
|              2416 |  2 |   RUNNING |   WAITING |
|              2421 |  2 |   WAITING |     READY |
|              2421 |  2 |     READY |   RUNNING |
|              2423 |  2 |   RUNNING |   WAITING |
|              2428 |  2 |   WAITING |     READY |
|              2428 |  2 |     READY |   RUNNING |
|              2430 |  2 |   RUNNING |   WAITING |
|              2435 |  2 |   WAITING |     READY |
|              2435 |  2 |     READY |   RUNNING |
|              2437 |  2 |   RUNNING |   WAITING |
|              2442 |  2 |   WAITING |     READY |
|              2442 |  2 |     READY |   RUNNING |
|              2444 |  2 |   RUNNING |   WAITING |
|              2449 |  2 |   WAITING |     READY |
|              2449 |  2 |     READY |   RUNNING |
|              2451 |  2 |   RUNNING |   WAITING |
|              2456 |  2 |   WAITING |     READY |
|              2456 |  2 |     READY |   RUNNING |
|              2458 |  2 |   RUNNING |   WAITING |
|              2463 |  2 |   WAITING |     READY |
|              2463 |  2 |     READY |   RUNNING |
|              2465 |  2 |   RUNNING |   WAITING |
|              2470 |  2 |   WAITING |     READY |
|              2470 |  2 |     READY |   RUNNING |
|              2472 |  2 |   RUNNING |   WAITING |
|              2477 |  2 |   WAITING |     READY |
|              2477 |  2 |     READY |   RUNNING |
|              2479 |  2 |   RUNNING |   WAITING |
|              2484 |  2 |   WAITING |     READY |
|              2484 |  2 |     READY |   RUNNING |
|              2486 |  2 |   RUNNING |   WAITING |
|              2491 |  2 |   WAITING |     READY |
|              2491 |  2 |     READY |   RUNNING |
|              2493 |  2 |   RUNNING |   WAITING |
|              2498 |  2 |   WAITING |     READY |
|              2498 |  2 |     READY |   RUNNING |
|              2500 |  2 |   RUNNING |   WAITING |
|              2505 |  2 |   WAITING |     READY |
|              2505 |  2 |     READY |   RUNNING |
|              2507 |  2 |   RUNNING |   WAITING |
|              2512 |  2 |   WAITING |     READY |
|              2512 |  2 |     READY |   RUNNING |
|              2514 |  2 |   RUNNING |   WAITING |
|              2519 |  2 |   WAITING |     READY |
|              2519 |  2 |     READY |   RUNNING |
|              2521 |  2 |   RUNNING |   WAITING |
|              2526 |  2 |   WAITING |     READY |
|              2526 |  2 |     READY |   RUNNING |
|              2528 |  2 |   RUNNING |   WAITING |
|              2533 |  2 |   WAITING |     READY |
|              2533 |  2 |     READY |   RUNNING |
|              2535 |  2 |   RUNNING |   WAITING |
|              2540 |  2 |   WAITING |     READY |
|              2540 |  2 |     READY |   RUNNING |
|              2542 |  2 |   RUNNING |   WAITING |
|              2547 |  2 |   WAITING |     READY |
|              2547 |  2 |     READY |   RUNNING |
|              2549 |  2 |   RUNNING |   WAITING |
|              2554 |  2 |   WAITING |     READY |
|              2554 |  2 |     READY |   RUNNING |
|              2556 |  2 |   RUNNING |   WAITING |
|              2561 |  2 |   WAITING |     READY |
|              2561 |  2 |     READY |   RUNNING |
|              2563 |  2 |   RUNNING |   WAITING |
|              2568 |  2 |   WAITING |     READY |
|              2568 |  2 |     READY |   RUNNING |
|              2570 |  2 |   RUNNING |   WAITING |
|              2575 |  2 |   WAITING |     READY |
|              2575 |  2 |     READY |   RUNNING |
|              2577 |  2 |   RUNNING |   WAITING |
|              2582 |  2 |   WAITING |     READY |
|              2582 |  2 |     READY |   RUNNING |
|              2584 |  2 |   RUNNING |   WAITING |
|              2589 |  2 |   WAITING |     READY |
|              2589 |  2 |     READY |   RUNNING |
|              2591 |  2 |   RUNNING |   WAITING |
|              2596 |  2 |   WAITING |     READY |
|              2596 |  2 |     READY |   RUNNING |
|              2598 |  2 |   RUNNING |TERMINATED |
+------------------------------------------------+
