+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               299 |  6 |     READY |   RUNNING |
|               301 |  6 |   RUNNING |   WAITING |
|               301 |  3 |     READY |   RUNNING |
|               302 |  9 |   WAITING |     READY |
|               303 |  3 |   RUNNING |   WAITING |
|               303 |  8 |     READY |   RUNNING |
|               306 |  6 |   WAITING |     READY |
|               308 |  3 |   WAITING |     READY |
|               308 |  8 |   RUNNING |   WAITING |
|               308 |  9 |     READY |   RUNNING |
|               311 |  8 |   WAITING |     READY |
|               313 |  9 |   RUNNING |   WAITING |
|               313 |  6 |     READY |   RUNNING |
|               314 |  1 |   WAITING |     READY |
|               315 |  6 |   RUNNING |TERMINATED |
|               315 |  3 |     READY |   RUNNING |
|               316 |  9 |   WAITING |     READY |
|               317 |  3 |   RUNNING |   WAITING |
|               317 |  8 |     READY |   RUNNING |
|               322 |  3 |   WAITING |     READY |
|               322 |  8 |   RUNNING |   WAITING |
|               322 |  1 |     READY |   RUNNING |
|               325 |  8 |   WAITING |     READY |
|               362 |  1 |   RUNNING |   WAITING |
|               362 |  9 |     READY |   RUNNING |
|               367 |  9 |   RUNNING |   WAITING |
|               367 |  3 |     READY |   RUNNING |
|               369 |  3 |   RUNNING |   WAITING |
|               369 |  8 |     READY |   RUNNING |
|               370 |  9 |   WAITING |     READY |
|               374 |  3 |   WAITING |     READY |
|               374 |  8 |   RUNNING |   WAITING |
|               374 |  9 |     READY |   RUNNING |
|               377 |  8 |   WAITING |     READY |
|               379 |  9 |   RUNNING |   WAITING |
|               379 |  3 |     READY |   RUNNING |
|               381 |  3 |   RUNNING |   WAITING |
|               381 |  8 |     READY |   RUNNING |
|               382 |  1 |   WAITING |     READY |
|               383 |  9 |   WAITING |     READY |
|               386 |  3 |   WAITING |     READY |
|               386 |  8 |   RUNNING |   WAITING |
|               386 |  1 |     READY |   RUNNING |
|               389 |  8 |   WAITING |     READY |
|               426 |  1 |   RUNNING |   WAITING |
|               426 |  9 |     READY |   RUNNING |
|               431 |  9 |   RUNNING |   WAITING |
|               431 |  3 |     READY |   RUNNING |
|               433 |  3 |   RUNNING |   WAITING |
|               433 |  8 |     READY |   RUNNING |
|               434 |  9 |   WAITING |     READY |
|               438 |  3 |   WAITING |     READY |
|               438 |  8 |   RUNNING |   WAITING |
|               438 |  9 |     READY |   RUNNING |
|               441 |  8 |   WAITING |     READY |
|               443 |  9 |   RUNNING |   WAITING |
|               443 |  3 |     READY |   RUNNING |
|               445 |  3 |   RUNNING |   WAITING |
|               445 |  8 |     READY |   RUNNING |
|               446 |  1 |   WAITING |     READY |
|               447 |  9 |   WAITING |     READY |
|               450 |  3 |   WAITING |     READY |
|               450 |  8 |   RUNNING |   WAITING |
|               450 |  1 |     READY |   RUNNING |
|               453 |  8 |   WAITING |     READY |
|               490 |  1 |   RUNNING |   WAITING |
|               490 |  9 |     READY |   RUNNING |
|               495 |  9 |   RUNNING |   WAITING |
|               495 |  3 |     READY |   RUNNING |
|               497 |  3 |   RUNNING |   WAITING |
|               497 |  8 |     READY |   RUNNING |
|               498 |  9 |   WAITING |     READY |
|               500 | 23 |       NEW |     READY |
|               502 |  3 |   WAITING |     READY |
|               502 |  8 |   RUNNING |   WAITING |
|               502 |  9 |     READY |   RUNNING |
|               505 |  8 |   WAITING |     READY |
|               507 |  9 |   RUNNING |   WAITING |
|               507 | 23 |     READY |   RUNNING |
|               510 |  1 |   WAITING |     READY |
|               510 |  9 |   WAITING |     READY |
|               547 | 23 |   RUNNING |   WAITING |
|               547 |  3 |     READY |   RUNNING |
|               549 |  3 |   RUNNING |   WAITING |
|               549 |  8 |     READY |   RUNNING |
|               554 |  3 |   WAITING |     READY |
|               554 |  8 |   RUNNING |   WAITING |
|               554 |  1 |     READY |   RUNNING |
|               557 |  8 |   WAITING |     READY |
|               567 | 23 |   WAITING |     READY |
|               574 |  1 |   RUNNING |TERMINATED |
|               574 |  9 |     READY |   RUNNING |
|               579 |  9 |   RUNNING |   WAITING |
|               579 |  3 |     READY |   RUNNING |
|               581 |  3 |   RUNNING |   WAITING |
|               581 |  8 |     READY |   RUNNING |
|               582 |  9 |   WAITING |     READY |
|               586 |  3 |   WAITING |     READY |
|               586 |  8 |   RUNNING |   WAITING |
|               586 | 23 |     READY |   RUNNING |
|               589 |  8 |   WAITING |     READY |
|               600 |  2 |       NEW |     READY |
|               626 | 23 |   RUNNING |   WAITING |
|               626 |  9 |     READY |   RUNNING |
|               630 |  7 |       NEW |     READY |
|               631 |  9 |   RUNNING |   WAITING |
|               631 |  3 |     READY |   RUNNING |
|               633 |  3 |   RUNNING |   WAITING |
|               633 |  8 |     READY |   RUNNING |
|               634 |  9 |   WAITING |     READY |
|               638 |  3 |   WAITING |     READY |
|               638 |  8 |   RUNNING |   WAITING |
|               638 |  2 |     READY |   RUNNING |
|               640 |  2 |   RUNNING |   WAITING |
|               640 |  7 |     READY |   RUNNING |
|               641 |  8 |   WAITING |     READY |
|               645 |  2 |   WAITING |     READY |
|               645 |  7 |   RUNNING |   WAITING |
|               645 |  9 |     READY |   RUNNING |
|               646 | 23 |   WAITING |     READY |
|               648 |  7 |   WAITING |     READY |
|               650 |  9 |   RUNNING |   WAITING |
|               650 |  3 |     READY |   RUNNING |
|               652 |  3 |   RUNNING |   WAITING |
|               652 |  8 |     READY |   RUNNING |
|               653 |  9 |   WAITING |     READY |
|               657 |  3 |   WAITING |     READY |
|               657 |  8 |   RUNNING |   WAITING |
|               657 |  2 |     READY |   RUNNING |
|               659 |  2 |   RUNNING |   WAITING |
|               659 | 23 |     READY |   RUNNING |
|               660 |  8 |   WAITING |     READY |
|               664 |  2 |   WAITING |     READY |
|               699 | 23 |   RUNNING |   WAITING |
|               699 |  7 |     READY |   RUNNING |
|               704 |  7 |   RUNNING |   WAITING |
|               704 |  9 |     READY |   RUNNING |
|               707 |  7 |   WAITING |     READY |
|               709 |  9 |   RUNNING |   WAITING |
|               709 |  3 |     READY |   RUNNING |
|               711 |  3 |   RUNNING |   WAITING |
|               711 |  8 |     READY |   RUNNING |
|               712 |  9 |   WAITING |     READY |
|               716 |  3 |   WAITING |     READY |
|               716 |  8 |   RUNNING |   WAITING |
|               716 |  2 |     READY |   RUNNING |
|               718 |  2 |   RUNNING |   WAITING |
|               718 |  7 |     READY |   RUNNING |
|               719 | 23 |   WAITING |     READY |
|               720 |  8 |   WAITING |     READY |
|               723 |  2 |   WAITING |     READY |
|               723 |  7 |   RUNNING |   WAITING |
|               723 |  9 |     READY |   RUNNING |
|               726 |  7 |   WAITING |     READY |
|               728 |  9 |   RUNNING |   WAITING |
|               728 |  3 |     READY |   RUNNING |
|               730 |  3 |   RUNNING |   WAITING |
|               730 | 23 |     READY |   RUNNING |
|               731 |  9 |   WAITING |     READY |
|               735 |  3 |   WAITING |     READY |
|               770 | 23 |   RUNNING |   WAITING |
|               770 |  8 |     READY |   RUNNING |
|               775 |  8 |   RUNNING |   WAITING |
|               775 |  2 |     READY |   RUNNING |
|               777 |  2 |   RUNNING |   WAITING |
|               777 |  7 |     READY |   RUNNING |
|               778 |  8 |   WAITING |     READY |
|               782 |  2 |   WAITING |     READY |
|               782 |  7 |   RUNNING |   WAITING |
|               782 |  9 |     READY |   RUNNING |
|               785 |  7 |   WAITING |     READY |
|               787 |  9 |   RUNNING |   WAITING |
|               787 |  3 |     READY |   RUNNING |
|               789 |  3 |   RUNNING |   WAITING |
|               789 |  8 |     READY |   RUNNING |
|               790 | 23 |   WAITING |     READY |
|               791 |  9 |   WAITING |     READY |
|               794 |  3 |   WAITING |     READY |
|               794 |  8 |   RUNNING |   WAITING |
|               794 |  2 |     READY |   RUNNING |
|               796 |  2 |   RUNNING |   WAITING |
|               796 |  7 |     READY |   RUNNING |
|               797 |  8 |   WAITING |     READY |
|               801 |  2 |   WAITING |     READY |
|               801 |  7 |   RUNNING |   WAITING |
|               801 | 23 |     READY |   RUNNING |
|               804 |  7 |   WAITING |     READY |
|               841 | 23 |   RUNNING |   WAITING |
|               841 |  9 |     READY |   RUNNING |
|               846 |  9 |   RUNNING |   WAITING |
|               846 |  3 |     READY |   RUNNING |
|               848 |  3 |   RUNNING |   WAITING |
|               848 |  8 |     READY |   RUNNING |
|               849 |  9 |   WAITING |     READY |
|               853 |  3 |   WAITING |     READY |
|               853 |  8 |   RUNNING |   WAITING |
|               853 |  2 |     READY |   RUNNING |
|               855 |  2 |   RUNNING |   WAITING |
|               855 |  7 |     READY |   RUNNING |
|               856 |  8 |   WAITING |     READY |
|               860 |  2 |   WAITING |     READY |
|               860 |  7 |   RUNNING |   WAITING |
|               860 |  9 |     READY |   RUNNING |
|               861 | 23 |   WAITING |     READY |
|               863 |  7 |   WAITING |     READY |
|               865 |  9 |   RUNNING |   WAITING |
|               865 |  3 |     READY |   RUNNING |
|               867 |  3 |   RUNNING |   WAITING |
|               867 |  8 |     READY |   RUNNING |
|               868 |  9 |   WAITING |     READY |
|               872 |  3 |   WAITING |     READY |
|               872 |  8 |   RUNNING |   WAITING |
|               872 |  2 |     READY |   RUNNING |
|               874 |  2 |   RUNNING |   WAITING |
|               874 | 23 |     READY |   RUNNING |
|               875 |  8 |   WAITING |     READY |
|               879 |  2 |   WAITING |     READY |
|               914 | 23 |   RUNNING |   WAITING |
|               914 |  7 |     READY |   RUNNING |
|               919 |  7 |   RUNNING |   WAITING |
|               919 |  9 |     READY |   RUNNING |
|               922 |  7 |   WAITING |     READY |
|               924 |  9 |   RUNNING |   WAITING |
|               924 |  3 |     READY |   RUNNING |
|               926 |  3 |   RUNNING |   WAITING |
|               926 |  8 |     READY |   RUNNING |
|               927 |  9 |   WAITING |     READY |
|               931 |  3 |   WAITING |     READY |
|               931 |  8 |   RUNNING |   WAITING |
|               931 |  2 |     READY |   RUNNING |
|               933 |  2 |   RUNNING |   WAITING |
|               933 |  7 |     READY |   RUNNING |
|               934 | 23 |   WAITING |     READY |
|               935 |  8 |   WAITING |     READY |
|               938 |  2 |   WAITING |     READY |
|               938 |  7 |   RUNNING |   WAITING |
|               938 |  9 |     READY |   RUNNING |
|               941 |  7 |   WAITING |     READY |
|               943 |  9 |   RUNNING |   WAITING |
|               943 |  3 |     READY |   RUNNING |
|               945 |  3 |   RUNNING |   WAITING |
|               945 | 23 |     READY |   RUNNING |
|               946 |  9 |   WAITING |     READY |
|               950 |  3 |   WAITING |     READY |
|               985 | 23 |   RUNNING |   WAITING |
|               985 |  8 |     READY |   RUNNING |
|               990 |  8 |   RUNNING |   WAITING |
|               990 |  2 |     READY |   RUNNING |
|               992 |  2 |   RUNNING |   WAITING |
|               992 |  7 |     READY |   RUNNING |
|               993 |  8 |   WAITING |     READY |
|               997 |  2 |   WAITING |     READY |
|               997 |  7 |   RUNNING |   WAITING |
|               997 |  9 |     READY |   RUNNING |
|              1000 |  7 |   WAITING |     READY |
|              1002 |  9 |   RUNNING |   WAITING |
|              1002 |  3 |     READY |   RUNNING |
|              1004 |  3 |   RUNNING |   WAITING |
|              1004 |  8 |     READY |   RUNNING |
|              1005 | 23 |   WAITING |     READY |
|              1006 |  9 |   WAITING |     READY |
|              1009 |  3 |   WAITING |     READY |
|              1009 |  8 |   RUNNING |   WAITING |
|              1009 |  2 |     READY |   RUNNING |
|              1011 |  2 |   RUNNING |   WAITING |
|              1011 |  7 |     READY |   RUNNING |
|              1012 |  8 |   WAITING |     READY |
|              1016 |  2 |   WAITING |     READY |
|              1016 |  7 |   RUNNING |   WAITING |
|              1016 | 23 |     READY |   RUNNING |
|              1019 |  7 |   WAITING |     READY |
|              1036 | 23 |   RUNNING |TERMINATED |
|              1036 |  9 |     READY |   RUNNING |
|              1037 |  4 |       NEW |     READY |
|              1041 |  9 |   RUNNING |   WAITING |
|              1041 |  3 |     READY |   RUNNING |
|              1043 |  3 |   RUNNING |   WAITING |
|              1043 |  8 |     READY |   RUNNING |
|              1044 |  9 |   WAITING |     READY |
|              1048 |  3 |   WAITING |     READY |
|              1048 |  8 |   RUNNING |   WAITING |
|              1048 |  2 |     READY |   RUNNING |
|              1050 |  2 |   RUNNING |   WAITING |
|              1050 |  7 |     READY |   RUNNING |
|              1051 |  8 |   WAITING |     READY |
|              1055 |  2 |   WAITING |     READY |
|              1055 |  7 |   RUNNING |   WAITING |
|              1055 |  4 |     READY |   RUNNING |
|              1058 |  7 |   WAITING |     READY |
|              1095 |  4 |   RUNNING |   WAITING |
|              1095 |  9 |     READY |   RUNNING |
|              1100 |  9 |   RUNNING |   WAITING |
|              1100 |  3 |     READY |   RUNNING |
|              1102 |  3 |   RUNNING |   WAITING |
|              1102 |  8 |     READY |   RUNNING |
|              1103 |  9 |   WAITING |     READY |
|              1107 |  3 |   WAITING |     READY |
|              1107 |  8 |   RUNNING |   WAITING |
|              1107 |  2 |     READY |   RUNNING |
|              1109 |  2 |   RUNNING |   WAITING |
|              1109 |  7 |     READY |   RUNNING |
|              1110 |  8 |   WAITING |     READY |
|              1114 |  2 |   WAITING |     READY |
|              1114 |  7 |   RUNNING |   WAITING |
|              1114 |  9 |     READY |   RUNNING |
|              1115 |  4 |   WAITING |     READY |
|              1117 |  7 |   WAITING |     READY |
|              1119 |  9 |   RUNNING |   WAITING |
|              1119 |  3 |     READY |   RUNNING |
|              1121 |  3 |   RUNNING |   WAITING |
|              1121 |  8 |     READY |   RUNNING |
|              1122 |  9 |   WAITING |     READY |
|              1126 |  3 |   WAITING |     READY |
|              1126 |  8 |   RUNNING |   WAITING |
|              1126 |  2 |     READY |   RUNNING |
|              1128 |  2 |   RUNNING |   WAITING |
|              1128 |  4 |     READY |   RUNNING |
|              1129 |  8 |   WAITING |     READY |
|              1133 |  2 |   WAITING |     READY |
|              1168 |  4 |   RUNNING |   WAITING |
|              1168 |  7 |     READY |   RUNNING |
|              1173 |  7 |   RUNNING |   WAITING |
|              1173 |  9 |     READY |   RUNNING |
|              1176 |  7 |   WAITING |     READY |
|              1178 |  9 |   RUNNING |   WAITING |
|              1178 |  3 |     READY |   RUNNING |
|              1180 |  3 |   RUNNING |   WAITING |
|              1180 |  8 |     READY |   RUNNING |
|              1181 |  9 |   WAITING |     READY |
|              1185 |  3 |   WAITING |     READY |
|              1185 |  8 |   RUNNING |   WAITING |
|              1185 |  2 |     READY |   RUNNING |
|              1187 |  2 |   RUNNING |   WAITING |
|              1187 |  7 |     READY |   RUNNING |
|              1188 |  4 |   WAITING |     READY |
|              1189 |  8 |   WAITING |     READY |
|              1192 |  2 |   WAITING |     READY |
|              1192 |  7 |   RUNNING |   WAITING |
|              1192 |  9 |     READY |   RUNNING |
|              1195 |  7 |   WAITING |     READY |
|              1197 |  9 |   RUNNING |   WAITING |
|              1197 |  3 |     READY |   RUNNING |
|              1199 |  3 |   RUNNING |   WAITING |
|              1199 |  4 |     READY |   RUNNING |
|              1200 |  9 |   WAITING |     READY |
|              1204 |  3 |   WAITING |     READY |
|              1239 |  4 |   RUNNING |   WAITING |
|              1239 |  8 |     READY |   RUNNING |
|              1244 |  8 |   RUNNING |   WAITING |
|              1244 |  2 |     READY |   RUNNING |
|              1246 |  2 |   RUNNING |   WAITING |
|              1246 |  7 |     READY |   RUNNING |
|              1247 |  8 |   WAITING |     READY |
|              1251 |  2 |   WAITING |     READY |
|              1251 |  7 |   RUNNING |   WAITING |
|              1251 |  9 |     READY |   RUNNING |
|              1254 |  7 |   WAITING |     READY |
|              1256 |  9 |   RUNNING |   WAITING |
|              1256 |  3 |     READY |   RUNNING |
|              1258 |  3 |   RUNNING |   WAITING |
|              1258 |  8 |     READY |   RUNNING |
|              1259 |  4 |   WAITING |     READY |
|              1260 |  9 |   WAITING |     READY |
|              1263 |  3 |   WAITING |     READY |
|              1263 |  8 |   RUNNING |   WAITING |
|              1263 |  2 |     READY |   RUNNING |
|              1265 |  2 |   RUNNING |   WAITING |
|              1265 |  7 |     READY |   RUNNING |
|              1266 |  8 |   WAITING |     READY |
|              1270 |  2 |   WAITING |     READY |
|              1270 |  7 |   RUNNING |   WAITING |
|              1270 |  4 |     READY |   RUNNING |
|              1273 |  7 |   WAITING |     READY |
|              1310 |  4 |   RUNNING |   WAITING |
|              1310 |  9 |     READY |   RUNNING |
|              1315 |  9 |   RUNNING |   WAITING |
|              1315 |  3 |     READY |   RUNNING |
|              1317 |  3 |   RUNNING |   WAITING |
|              1317 |  8 |     READY |   RUNNING |
|              1318 |  9 |   WAITING |     READY |
|              1322 |  3 |   WAITING |     READY |
|              1322 |  8 |   RUNNING |   WAITING |
|              1322 |  2 |     READY |   RUNNING |
|              1324 |  2 |   RUNNING |   WAITING |
|              1324 |  7 |     READY |   RUNNING |
|              1325 |  8 |   WAITING |     READY |
|              1329 |  2 |   WAITING |     READY |
|              1329 |  7 |   RUNNING |   WAITING |
|              1329 |  9 |     READY |   RUNNING |
|              1330 |  4 |   WAITING |     READY |
|              1332 |  7 |   WAITING |     READY |
|              1334 |  9 |   RUNNING |   WAITING |
|              1334 |  3 |     READY |   RUNNING |
|              1336 |  3 |   RUNNING |   WAITING |
|              1336 |  8 |     READY |   RUNNING |
|              1337 |  9 |   WAITING |     READY |
|              1341 |  3 |   WAITING |     READY |
|              1341 |  8 |   RUNNING |TERMINATED |
|              1341 |  2 |     READY |   RUNNING |
|              1343 |  2 |   RUNNING |   WAITING |
|              1343 |  4 |     READY |   RUNNING |
|              1348 |  2 |   WAITING |     READY |
|              1383 |  4 |   RUNNING |   WAITING |
|              1383 |  7 |     READY |   RUNNING |
|              1388 |  7 |   RUNNING |   WAITING |
|              1388 |  9 |     READY |   RUNNING |
|              1391 |  7 |   WAITING |     READY |
|              1393 |  9 |   RUNNING |   WAITING |
|              1393 |  3 |     READY |   RUNNING |
|              1395 |  3 |   RUNNING |   WAITING |
|              1395 |  2 |     READY |   RUNNING |
|              1396 |  9 |   WAITING |     READY |
|              1397 |  2 |   RUNNING |   WAITING |
|              1397 |  7 |     READY |   RUNNING |
|              1400 |  3 |   WAITING |     READY |
|              1402 |  2 |   WAITING |     READY |
|              1402 |  7 |   RUNNING |   WAITING |
|              1402 |  9 |     READY |   RUNNING |
|              1403 |  4 |   WAITING |     READY |
|              1405 |  7 |   WAITING |     READY |
|              1407 |  9 |   RUNNING |   WAITING |
|              1407 |  3 |     READY |   RUNNING |
|              1409 |  3 |   RUNNING |   WAITING |
|              1409 |  2 |     READY |   RUNNING |
|              1410 |  9 |   WAITING |     READY |
|              1411 |  2 |   RUNNING |   WAITING |
|              1411 |  4 |     READY |   RUNNING |
|              1414 |  3 |   WAITING |     READY |
|              1416 |  2 |   WAITING |     READY |
|              1451 |  4 |   RUNNING |   WAITING |
|              1451 |  7 |     READY |   RUNNING |
|              1456 |  7 |   RUNNING |   WAITING |
|              1456 |  9 |     READY |   RUNNING |
|              1459 |  7 |   WAITING |     READY |
|              1461 |  9 |   RUNNING |   WAITING |
|              1461 |  3 |     READY |   RUNNING |
|              1463 |  3 |   RUNNING |   WAITING |
|              1463 |  2 |     READY |   RUNNING |
|              1464 |  9 |   WAITING |     READY |
|              1465 |  2 |   RUNNING |   WAITING |
|              1465 |  7 |     READY |   RUNNING |
|              1468 |  3 |   WAITING |     READY |
|              1470 |  2 |   WAITING |     READY |
|              1470 |  7 |   RUNNING |   WAITING |
|              1470 |  9 |     READY |   RUNNING |
|              1471 |  4 |   WAITING |     READY |
|              1473 |  7 |   WAITING |     READY |
|              1475 |  9 |   RUNNING |   WAITING |
|              1475 |  3 |     READY |   RUNNING |
|              1477 |  3 |   RUNNING |   WAITING |
|              1477 |  2 |     READY |   RUNNING |
|              1478 |  9 |   WAITING |     READY |
|              1479 |  2 |   RUNNING |   WAITING |
|              1479 |  4 |     READY |   RUNNING |
|              1482 |  3 |   WAITING |     READY |
|              1484 |  2 |   WAITING |     READY |
|              1519 |  4 |   RUNNING |   WAITING |
|              1519 |  7 |     READY |   RUNNING |
|              1524 |  7 |   RUNNING |   WAITING |
|              1524 |  9 |     READY |   RUNNING |
|              1527 |  7 |   WAITING |     READY |
|              1529 |  9 |   RUNNING |   WAITING |
|              1529 |  3 |     READY |   RUNNING |
|              1531 |  3 |   RUNNING |   WAITING |
|              1531 |  2 |     READY |   RUNNING |
|              1532 |  9 |   WAITING |     READY |
|              1533 |  2 |   RUNNING |   WAITING |
|              1533 |  7 |     READY |   RUNNING |
|              1536 |  3 |   WAITING |     READY |
|              1538 |  2 |   WAITING |     READY |
|              1538 |  7 |   RUNNING |   WAITING |
|              1538 |  9 |     READY |   RUNNING |
|              1539 |  4 |   WAITING |     READY |
|              1541 |  7 |   WAITING |     READY |
|              1543 |  9 |   RUNNING |   WAITING |
|              1543 |  3 |     READY |   RUNNING |
|              1545 |  3 |   RUNNING |   WAITING |
|              1545 |  2 |     READY |   RUNNING |
|              1546 |  9 |   WAITING |     READY |
|              1547 |  2 |   RUNNING |   WAITING |
|              1547 |  4 |     READY |   RUNNING |
|              1550 |  3 |   WAITING |     READY |
|              1552 |  2 |   WAITING |     READY |
|              1567 |  4 |   RUNNING |TERMINATED |
|              1567 |  7 |     READY |   RUNNING |
|              1572 |  7 |   RUNNING |   WAITING |
|              1572 |  9 |     READY |   RUNNING |
|              1575 |  7 |   WAITING |     READY |
|              1577 |  9 |   RUNNING |   WAITING |
|              1577 |  3 |     READY |   RUNNING |
|              1579 |  3 |   RUNNING |   WAITING |
|              1579 |  2 |     READY |   RUNNING |
|              1580 |  9 |   WAITING |     READY |
|              1581 |  2 |   RUNNING |   WAITING |
|              1581 |  7 |     READY |   RUNNING |
|              1584 |  3 |   WAITING |     READY |
|              1586 |  2 |   WAITING |     READY |
|              1586 |  7 |   RUNNING |   WAITING |
|              1586 |  9 |     READY |   RUNNING |
|              1589 |  7 |   WAITING |     READY |
|              1591 |  9 |   RUNNING |TERMINATED |
|              1591 |  3 |     READY |   RUNNING |
|              1593 |  3 |   RUNNING |   WAITING |
|              1593 |  2 |     READY |   RUNNING |
|              1595 |  2 |   RUNNING |   WAITING |
|              1595 |  7 |     READY |   RUNNING |
|              1598 |  3 |   WAITING |     READY |
|              1600 |  2 |   WAITING |     READY |
|              1600 |  7 |   RUNNING |   WAITING |
|              1600 |  3 |     READY |   RUNNING |
|              1602 |  3 |   RUNNING |   WAITING |
